,strategy,gov_policy,app,effective_r,base_r,manual_traces,app_traces,test_needed,persondays_quarantined,secondary_infections,secondary_infections_social,secondary_infections_isolating,secondary_infections_contact
166,S3,symptom_based_TTI,0.3,1.3472586875777552,3.912462006079027,1382.868,144.24,89.68799999999999,4486.848,77.232,22.092000000000002,22.643279375849193,5.901834131365929
167,S3,symptom_based_TTI,0.3,1.2942073664938023,4.103590347263096,1345.812,140.59199999999998,89.82000000000001,4740.624,83.664,26.412,23.762037159075437,7.1036630528489235
168,S3,symptom_based_TTI,0.4,1.3059950322658094,3.823424494649227,1357.92,263.376,89.34,4557.360000000001,77.172,24.023999999999997,20.459478238424957,6.328318030321966
169,S3,symptom_based_TTI,0.4,1.3227387660109036,3.875451263537906,1349.7720000000002,247.608,89.32799999999999,4403.976000000001,77.292,24.336000000000002,21.091981399214873,5.48331665146367
170,S3,symptom_based_TTI,0.5,1.1866457170043676,3.7134399052693903,1362.288,401.26800000000003,89.532,4536.192,75.264,23.364,22.086345032769582,5.76271957498591
171,S3,symptom_based_TTI,0.5,1.3039988496709587,3.7660236465463597,1387.248,414.072,90.408,4606.704000000001,72.624,21.612000000000002,20.1681071039561,5.6975790789891345
172,S3,symptom_based_TTI,0.6,1.189133894752912,3.830200501253133,1400.772,590.28,90.48,4771.512,73.356,21.624,22.4597921355775,6.497915512114749
173,S3,symptom_based_TTI,0.6,1.1996763300651025,3.7829964328180736,1360.0919999999999,580.548,90.20400000000001,4740.192,76.356,23.136,22.25977210952628,6.745960844439687
174,S3,symptom_based_TTI,0.7,1.3315890584955767,4.094042056074766,1362.108,788.004,88.584,4742.784000000001,84.10799999999999,26.184,24.071425812665392,6.496408569601484
175,S3,symptom_based_TTI,0.7,1.2318139846760843,3.8260869565217392,1404.792,811.56,90.252,4781.736,74.976,22.968,21.624809622823758,6.244563533463715
176,S3,symptom_based_TTI,0.8,1.2221249211704663,3.7594397076735686,1337.4959999999999,1006.176,89.604,4594.5599999999995,74.076,22.5,21.87182402074128,5.623426532515865
177,S3,symptom_based_TTI,0.8,1.212813634518523,3.984774665042631,1320.732,1011.7199999999999,89.78399999999999,4528.392000000001,78.516,25.512,23.56458037350981,5.5421397719372285
178,S3,symptom_based_TTI,0.9,1.276518191100201,3.9069767441860463,1348.716,1265.76,89.388,4963.008000000001,78.624,24.192,21.1989969509234,7.5443509713761605
179,S3,symptom_based_TTI,0.9,1.3731233857099936,3.8890887290167866,1358.6399999999999,1306.1399999999999,89.32799999999999,4912.2480000000005,77.84400000000001,20.412,22.42336847027899,7.524193841349776
180,S3,test_based_TTI,0.1,1.2285763043766256,3.838372093023256,145.428,2.352,90.132,2502.12,79.224,26.964000000000002,22.63129564056974,4.270889437096741
181,S3,test_based_TTI,0.1,1.3860851336736466,3.745801968731905,142.05599999999998,2.2560000000000002,89.256,2420.28,77.628,24.036,20.63856236302796,4.2282093267193765
182,S3,test_based_TTI,0.2,1.4185185779377225,4.1216730038022815,151.932,7.212,90.612,2530.704,78.048,22.704,23.559600100316587,4.923332107854733
183,S3,test_based_TTI,0.2,1.3904011309886413,3.8520499108734403,160.908,7.416,89.32799999999999,2636.496,77.79599999999999,23.628,21.53176300127405,4.555695757279382
184,S3,test_based_TTI,0.3,1.3651720587036347,3.9191090269636577,154.464,14.628,89.352,2577.288,80.232,25.164,22.41191695153783,4.708280662681354
185,S3,test_based_TTI,0.3,1.4155654902376247,3.981536628945801,148.764,17.16,90.048,2523.456,80.22,24.72,22.436813553018393,4.542372949673927
186,S3,test_based_TTI,0.4,1.3118583053409656,3.863499699338545,155.22,27.6,89.508,2605.752,77.1,24.192,21.904485285998636,4.824070372617061
187,S3,test_based_TTI,0.4,1.4314618814425624,4.183040935672515,142.15200000000002,29.616,88.8,2436.264,85.83600000000001,27.948,24.01335377577533,4.501048417023282
188,S3,test_based_TTI,0.5,1.4744829732739537,3.8687350835322194,135.61200000000002,39.684,89.28,2391.5280000000002,77.80799999999999,22.368000000000002,21.233973041788314,4.551225399725901
189,S3,test_based_TTI,0.5,1.373305036045221,3.954960438222763,158.352,42.576,89.088,2661.864,77.976,24.959999999999997,20.55415871315659,5.385759196175834
190,S3,test_based_TTI,0.6,1.414706317414169,3.967956469165659,162.816,63.91199999999999,89.556,2762.568,78.756,23.16,22.08437727066429,5.432531741299274
191,S3,test_based_TTI,0.6,1.3282335882851297,3.8497251069028713,130.8,56.160000000000004,89.364,2350.632,75.624,25.259999999999998,20.095945322407825,4.176234069319092
192,S3,test_based_TTI,0.7,1.301304304226042,3.863095238095238,140.76,83.89200000000001,89.592,2552.352,77.88,23.436,23.033638451279362,5.1760667755236325
193,S3,test_based_TTI,0.7,1.297911452172165,3.7081620669406927,145.692,81.684,90.336,2614.344,75.78,20.616,23.793556121705972,4.846325441703682
194,S3,test_based_TTI,0.8,1.338993804771008,4.089988081048868,164.844,125.856,89.136,2904.864,82.35600000000001,24.768,24.62512920356232,6.000891543568667
195,S3,test_based_TTI,0.8,1.317619581276832,3.788881948782011,133.536,100.21199999999999,88.86,2492.856,72.792,21.852,20.23204859649788,5.393844008011651
196,S3,test_based_TTI,0.9,1.2839370050738368,3.883069427527406,135.648,132.456,90.348,2573.76,76.512,22.98,22.766172474633475,5.467132777391666
197,S3,test_based_TTI,0.9,1.3224008248555945,3.748328267477204,148.24800000000002,133.83599999999998,89.952,2711.208,73.992,20.183999999999997,21.736330598442336,5.967477118908252
198,S3,test_based_TTI_test_contacts,0.1,1.4498411824950852,4.040023894862604,151.932,1.368,207.24,1075.536,81.156,24.732,22.665912353739174,4.633677972299522
199,S3,test_based_TTI_test_contacts,0.1,1.3035964430260194,3.728033472803347,129.336,1.152,189.756,1009.752,74.84400000000001,24.983999999999998,19.944134581247237,3.7448632285624135
200,S3,test_based_TTI_test_contacts,0.2,1.2693516572479002,3.7953599048185604,150.876,5.808,206.928,1102.68,76.56,22.368000000000002,24.063544955066128,4.523093414929253
201,S3,test_based_TTI_test_contacts,0.2,1.3895677261307735,3.9332140727489566,153.51600000000002,8.016,208.896,1074.672,79.152,24.108,22.350082490150555,4.730256589193753
202,S3,test_based_TTI_test_contacts,0.3,1.3387250975536835,3.808574879227053,160.872,17.628,215.784,1112.616,75.684,20.483999999999998,23.41416230417133,5.182692557241876
203,S3,test_based_TTI_test_contacts,0.3,1.423347606705181,4.091018685955395,138.9,15.876,198.56400000000002,1049.088,81.444,25.032,23.338920987083487,4.737074858629786
204,S3,test_based_TTI_test_contacts,0.4,1.4182326327788628,3.738970588235294,143.53199999999998,20.256,201.984,1023.552,73.22399999999999,21.119999999999997,19.883142635604813,4.44618948405391
205,S3,test_based_TTI_test_contacts,0.4,1.4533008380095878,3.8125755743651752,133.82399999999998,29.352,197.352,1051.992,75.67200000000001,23.087999999999997,19.40932989954325,4.329555067642467
206,S3,test_based_TTI_test_contacts,0.5,1.3458138115018177,3.7569360675512664,143.616,45.456,206.01600000000002,1043.832,74.748,21.168,22.21319173985889,4.590496666500973
207,S3,test_based_TTI_test_contacts,0.5,1.393690297681861,3.9920876445526474,152.568,44.004000000000005,214.176,1086.7199999999998,78.708,22.824,23.68537629377154,4.720625797132854
208,S3,test_based_TTI_test_contacts,0.6,1.232640887438956,3.7723880597014925,136.416,50.196,201.216,1058.3519999999999,72.792,22.644000000000002,21.363693702385728,4.999267733592206
209,S3,test_based_TTI_test_contacts,0.6,1.451413160400737,3.800123380629241,131.61599999999999,51.084,195.576,1016.3040000000001,73.92,21.468,19.822465255430405,4.3966459484544735
210,S3,test_based_TTI_test_contacts,0.7,1.3836412123130226,3.93544382371198,145.32000000000002,80.14800000000001,211.512,1065.768,76.08,21.66,22.319253091724363,5.3521949918403
211,S3,test_based_TTI_test_contacts,0.7,1.2515539726128857,3.873959571938169,146.44799999999998,91.908,214.176,1115.28,78.192,24.996000000000002,22.48158726477927,5.453047352002273
212,S3,test_based_TTI_test_contacts,0.8,1.278253125344534,3.7063261752756818,148.66799999999998,113.412,218.172,1076.76,76.63199999999999,22.151999999999997,22.48304705133731,5.5677913290391166
213,S3,test_based_TTI_test_contacts,0.8,1.2904316796200772,3.8116923076923075,135.024,98.472,204.24,1078.056,74.32799999999999,22.62,21.390353875354986,5.154228372053533
214,S3,test_based_TTI_test_contacts,0.9,1.2447650958833347,3.9179548156956003,146.184,141.49200000000002,219.38400000000001,1110.8880000000001,79.08,26.76,21.471351830193292,5.724309474497507
215,S3,test_based_TTI_test_contacts,0.9,1.382484869743424,3.9078229229836263,124.848,121.608,198.792,1037.256,77.328,22.584,22.510164982528877,4.87722441498826
216,S4,no_TTI,0.1,1.0796321847290893,3.963570127504554,0.0,0.0,0.0,815.784,78.33600000000001,39.372,17.62614950101428,-7.993605777301126e-18
217,S4,no_TTI,0.1,1.156293347157883,4.002385211687537,0.0,0.0,0.0,829.6560000000001,80.544,40.764,16.51075268179476,-6.128431095930865e-17
218,S4,no_TTI,0.2,1.120341320544084,3.7112299465240643,0.0,0.0,0.0,805.632,74.952,37.008,15.317586690291684,-2.9309887850104134e-17
219,S4,no_TTI,0.2,1.1068269159625097,3.762836185819071,0.0,0.0,0.0,816.024,73.872,36.576,15.566773985824012,-2.6645352591003758e-18
220,S4,no_TTI,0.3,1.0359096691913479,3.925856697819315,0.0,0.0,0.0,806.2320000000001,75.612,38.052,17.60837977137464,-1.7319479184152442e-17
221,S4,no_TTI,0.3,1.282400797391858,4.183002481389578,0.0,0.0,0.0,825.576,80.916,38.58,17.529238975251893,9.325873406851316e-18
222,S4,no_TTI,0.4,1.0809747161643954,3.9463163906339234,0.0,0.0,0.0,824.1600000000001,82.91999999999999,45.251999999999995,14.95455926395372,1.199040866595169e-17
223,S4,no_TTI,0.4,1.121233616880387,3.695906432748538,0.0,0.0,0.0,817.1999999999999,75.84,37.38,15.45228618161446,1.3322676295501878e-17
224,S4,no_TTI,0.5,1.1590019696890708,3.878395061728395,0.0,0.0,0.0,824.04,75.396,36.456,16.40900170924446,5.3290705182007515e-18
225,S4,no_TTI,0.5,1.0465123137796273,3.845873786407767,0.0,0.0,0.0,826.8,76.056,38.784,16.57617248269409,1.3322676295501878e-17
226,S4,no_TTI,0.6,1.1393721087536024,3.7968843618933494,0.0,0.0,0.0,825.336,76.04400000000001,36.936,16.288655405882853,2.531308496145357e-17
227,S4,no_TTI,0.6,1.205442257798637,4.015795868772782,0.0,0.0,0.0,835.656,79.32000000000001,37.524,17.986104523961323,-5.329070518200751e-17
228,S4,no_TTI,0.7,1.1551084943508232,3.935225169648365,0.0,0.0,0.0,821.592,76.548,38.964,15.114829567887787,2.531308496145357e-17
229,S4,no_TTI,0.7,1.1807481378847111,4.076066790352504,0.0,0.0,0.0,841.9920000000001,79.092,39.300000000000004,16.880763132485068,-2.531308496145357e-17
230,S4,no_TTI,0.8,1.0796321847290893,3.963570127504554,0.0,0.0,0.0,815.784,78.33600000000001,39.372,17.62614950101428,-7.993605777301126e-18
231,S4,no_TTI,0.8,1.056241898369878,3.7131001778304684,0.0,0.0,0.0,832.176,75.16799999999999,36.744,17.041439009400186,-3.1974423109204506e-17
232,S4,no_TTI,0.9,1.207221311962588,3.8715976331360946,0.0,0.0,0.0,806.16,78.516,37.776,16.257551793398715,-3.996802888650563e-18
233,S4,no_TTI,0.9,1.0755212891397632,3.6824242424242426,0.0,0.0,0.0,811.32,72.912,36.192,15.424678475032685,1.3322676295501878e-17
234,S4,symptom_based_TTI,0.1,0.9363821866304785,3.6942974720752497,968.6399999999999,10.476,91.02,3410.544,75.408,36.684000000000005,15.785254113350522,3.825312693148157
235,S4,symptom_based_TTI,0.1,0.8851930042356579,3.9888235294117647,935.928,11.388,90.12,3277.08,81.372,40.967999999999996,18.39820303842123,3.947859675171358
236,S4,symptom_based_TTI,0.2,0.9698352455078632,3.8072660098522166,920.196,39.120000000000005,89.49600000000001,3222.768,74.196,35.616,16.04501615811515,3.634834577427616
237,S4,symptom_based_TTI,0.2,0.9562401786766802,3.9834417504435247,945.624,42.984,88.836,3329.7360000000003,80.832,39.648,17.61714053851652,4.162833755776299
238,S4,symptom_based_TTI,0.3,0.9278048344079018,3.857587064676617,967.128,96.756,90.56400000000001,3238.1040000000003,74.43599999999999,37.403999999999996,15.732218148395217,3.3968597668699174
239,S4,symptom_based_TTI,0.3,0.8826285801127315,3.8864864864864863,973.4040000000001,112.056,90.50399999999999,3351.96,77.652,39.0,17.287210158497675,3.729870810849953
240,S4,symptom_based_TTI,0.4,0.9108137157479098,3.7651917404129795,909.6239999999999,173.4,90.132,3267.36,76.584,36.696000000000005,17.386639645961377,3.97540937572614
241,S4,symptom_based_TTI,0.4,1.0360376980889532,3.8317535545023698,922.884,169.488,90.05999999999999,3217.8959999999997,77.616,37.56,15.297270458777314,3.7727499287328485
242,S4,symptom_based_TTI,0.5,0.8966926116978504,3.985739750445633,965.0759999999999,276.516,90.264,3485.736,80.496,39.696,18.128953284228736,4.5614427299214855
243,S4,symptom_based_TTI,0.5,0.9275329964466564,3.872340425531915,942.8280000000001,268.908,88.884,3198.576,76.44,39.204,15.55306757738964,3.373431072753368
244,S4,symptom_based_TTI,0.6,0.9471343745073706,3.5852644087938206,922.44,380.496,89.028,3235.344,72.408,34.967999999999996,15.054872815425655,3.2568013570234875
245,S4,symptom_based_TTI,0.6,0.8329482927742463,3.8077367205542725,929.6039999999999,370.2,89.028,3278.568,79.14,42.239999999999995,15.708806187533469,3.8791964954466063
246,S4,symptom_based_TTI,0.7,0.984677526101684,4.0337601862630965,967.6440000000001,540.504,89.208,3692.328,83.16,40.080000000000005,17.68656644598321,5.093321675904488
247,S4,symptom_based_TTI,0.7,0.928454303617363,3.838129496402878,892.608,491.55600000000004,88.164,3273.8160000000003,76.824,38.604,15.80820653943263,3.8278521193622392
248,S4,symptom_based_TTI,0.8,0.9143382307213329,3.9064155385520896,944.04,681.0,88.836,3433.848,79.64399999999999,39.936,16.85906742389969,4.207404728153781
249,S4,symptom_based_TTI,0.8,0.9331271256930482,3.9131195335276967,914.304,662.46,89.448,3463.128,80.53200000000001,40.824,15.9694976980492,4.5347460551878775
250,S4,symptom_based_TTI,0.9,0.9188953751451155,3.8640243902439027,957.4680000000001,865.836,89.232,3453.72,76.04400000000001,38.388000000000005,15.962494133101053,3.609644884043079
251,S4,symptom_based_TTI,0.9,0.8028139311694777,3.8145968216598,902.52,806.916,89.664,3560.952,77.772,39.024,17.775984570791884,4.604245000524813
252,S4,test_based_TTI,0.1,1.0666374223307098,4.027122641509434,117.444,1.0799999999999998,89.556,2168.112,81.96000000000001,38.604,18.013495034533925,3.6343001461914906
253,S4,test_based_TTI,0.1,0.9984665008320556,3.798230088495575,91.824,0.876,89.28,1843.968,77.256,38.46,15.494379702116653,2.992811670959362
254,S4,test_based_TTI,0.2,0.9639608817611691,3.8896882494004794,111.864,5.0040000000000004,89.628,2097.192,77.85600000000001,36.828,18.50187603992168,3.231482950746776
255,S4,test_based_TTI,0.2,0.9258603323972002,3.648170731707317,93.66,2.844,89.988,1859.592,71.796,34.728,16.119835466916804,2.7272331915063077
256,S4,test_based_TTI,0.3,0.9396665031217264,3.7768133911965283,103.14,10.091999999999999,89.85600000000001,1998.312,73.104,35.651999999999994,15.965714989589005,3.298100175986875
257,S4,test_based_TTI,0.3,0.9541182443276067,3.8418246445497632,97.14,10.728,90.048,1939.6319999999998,77.82,38.208,17.29734325230131,2.988037590598701
258,S4,test_based_TTI,0.4,1.054919295138514,3.9850388988629564,94.78800000000001,13.368,89.80799999999999,1888.008,79.908,37.872,17.84004793341089,3.042710360471643
259,S4,test_based_TTI,0.4,0.9594128937222869,3.6997050147492625,94.02,19.356,89.556,1893.5520000000001,75.252,37.26,15.635398354434718,2.84214338725399
260,S4,test_based_TTI,0.5,0.9696050249870682,3.825014679976512,98.03999999999999,26.471999999999998,89.616,1967.9999999999998,78.16799999999999,37.08,18.16549385688449,3.107657852479807
261,S4,test_based_TTI,0.5,0.9634988061339751,4.109837054918527,102.732,30.912,89.83200000000001,2020.6799999999998,81.72,41.507999999999996,17.27215805035054,3.7816316884815224
262,S4,test_based_TTI,0.6,0.9688683105971316,3.799641148325359,85.536,33.936,89.604,1802.616,76.23599999999999,38.532,15.540524776173234,2.724101440005938
263,S4,test_based_TTI,0.6,1.019950703390039,3.873809523809524,90.72,37.08,90.22800000000001,1883.736,78.096,39.984,14.419563226715676,3.1302305929411594
264,S4,test_based_TTI,0.7,0.9743392169390785,3.9603365384615383,91.752,49.884,90.132,1937.208,79.08,40.068,16.37922922452631,3.1771652916341933
265,S4,test_based_TTI,0.7,0.9475802137790614,3.963681903569192,105.912,53.22,90.348,2080.08,75.96000000000001,36.36,17.77493342718435,3.665639355953739
266,S4,test_based_TTI,0.8,0.9801958357832031,4.111775254034669,107.568,79.42800000000001,89.868,2128.1040000000003,82.548,41.532000000000004,17.457512874168106,3.880075526648324
267,S4,test_based_TTI,0.8,0.9914928969165541,3.9495747266099634,104.508,68.44800000000001,89.244,2102.2799999999997,78.012,37.488,17.14598189441804,3.7940504056862143
268,S4,test_based_TTI,0.9,0.936491089851185,3.892412935323383,97.104,89.4,89.232,2014.8,75.108,36.912,15.97183054802533,4.153637382206215
269,S4,test_based_TTI,0.9,0.9170739281912903,3.7576898932831138,96.91199999999999,90.48,90.19200000000001,2004.936,71.83200000000001,35.316,15.131702466660116,3.8535123220351926
270,S4,test_based_TTI_test_contacts,0.1,1.0165904871966915,3.857228195937873,105.50399999999999,0.8520000000000001,171.87599999999998,985.7760000000001,77.48400000000001,36.624,17.29437107407572,3.1443592191171645
271,S4,test_based_TTI_test_contacts,0.1,0.9805473166350986,3.9686946249261665,104.11200000000001,1.0799999999999998,170.73600000000002,1002.6,80.628,40.884,16.849630944332503,2.9735697709088647
272,S4,test_based_TTI_test_contacts,0.2,0.9759944661264772,3.9183673469387754,105.36,4.5,173.184,1014.576,78.33600000000001,39.083999999999996,16.823374218026224,2.9165444151732656
273,S4,test_based_TTI_test_contacts,0.2,1.0265539732604212,4.037249283667622,115.416,4.9079999999999995,178.42800000000003,1007.184,84.54,41.279999999999994,18.473610452363182,3.290349347563632
274,S4,test_based_TTI_test_contacts,0.3,0.9931410809352718,3.937041564792176,99.9,11.736,168.97199999999998,958.2239999999999,77.292,37.428000000000004,17.180418344094075,3.186235954984694
275,S4,test_based_TTI_test_contacts,0.3,0.9732057886604369,3.708690330477356,93.888,7.223999999999999,163.068,935.208,72.72,36.672,14.231140966014873,2.734239929931294
276,S4,test_based_TTI_test_contacts,0.4,0.9611633725378046,3.8596385542168674,101.112,15.540000000000001,167.80800000000002,1012.776,76.884,37.86,16.711614981202654,3.1660106378443054
277,S4,test_based_TTI_test_contacts,0.4,0.9904272482967208,3.708358755338621,92.472,13.475999999999999,162.228,968.76,72.936,34.692,16.03545544245296,2.7288214380471554
278,S4,test_based_TTI_test_contacts,0.5,0.9932995064717928,3.7251324308416716,104.78399999999999,32.292,173.952,989.016,75.94800000000001,37.26,14.841026926941193,3.595582735111915
279,S4,test_based_TTI_test_contacts,0.5,0.9679677655074174,3.819963257807716,93.876,26.496,164.484,963.7919999999999,74.85600000000001,37.8,14.931595624739135,3.156108042377527
280,S4,test_based_TTI_test_contacts,0.6,0.9658801726282571,3.657179000632511,95.028,35.808,167.004,970.0799999999999,69.384,31.812,16.174818971910998,3.072502392985722
281,S4,test_based_TTI_test_contacts,0.6,0.9775528128969317,3.8782201405152223,96.204,40.128,167.364,981.4560000000001,79.488,39.732,16.372501154309315,3.347576392555182
282,S4,test_based_TTI_test_contacts,0.7,0.9896722460105217,3.93544382371198,107.388,55.824,177.66,995.5440000000001,76.08,35.916000000000004,17.327253091724362,3.704403048400254
283,S4,test_based_TTI_test_contacts,0.7,1.0194811067105143,3.682033096926714,104.316,59.568,176.43599999999998,1018.3679999999999,74.76,34.32,16.2473251240974,3.493130485252324
284,S4,test_based_TTI_test_contacts,0.8,0.931825107529036,3.833038348082596,97.476,72.84,170.16,982.464,77.96400000000001,38.004,17.501887136042445,3.5047901768169862
285,S4,test_based_TTI_test_contacts,0.8,0.962090209910667,3.7566924449732304,98.976,76.99199999999999,172.89600000000002,997.7279999999998,75.78,36.216,16.599429070308485,3.557287215373549
286,S4,test_based_TTI_test_contacts,0.9,0.9482324324704478,3.8120481927710843,98.37599999999999,87.096,173.256,990.888,75.936,38.016000000000005,15.39103220435398,3.6401777408347225
287,S4,test_based_TTI_test_contacts,0.9,1.0275961847610873,3.947684906794949,113.592,109.812,188.148,1041.9360000000001,78.78,36.66,17.143475879176556,4.469814657731199
288,S5,no_TTI,0.1,0.8206613067796773,4.124407582938389,0.0,0.0,0.0,802.9440000000001,83.54400000000001,54.792,12.128684569870853,-3.730349362740526e-17
289,S5,no_TTI,0.1,0.7676681785666842,3.8230676328502415,0.0,0.0,0.0,831.12,75.972,47.748,12.968897955522847,1.0658141036401503e-17
290,S5,no_TTI,0.2,0.7563794930038851,3.9050410316529893,0.0,0.0,0.0,821.496,79.944,51.396,13.063399019224464,1.199040866595169e-17
291,S5,no_TTI,0.2,0.7905975147061284,3.898007033997655,0.0,0.0,0.0,819.8879999999999,79.80000000000001,50.448,13.166887678936133,-2.398081733190338e-17
292,S5,no_TTI,0.3,0.8465793322122477,3.938692886061307,0.0,0.0,0.0,810.048,81.72,50.94,13.215172015260283,1.4654943925052067e-17
293,S5,no_TTI,0.3,0.6929283394371146,3.749388753056235,0.0,0.0,0.0,844.0319999999999,73.60799999999999,47.495999999999995,12.50843084017056,-7.993605777301126e-18
294,S5,no_TTI,0.4,0.7991543503051203,3.903586125808348,0.0,0.0,0.0,820.272,79.68,49.824,13.543661401571882,1.199040866595169e-17
295,S5,no_TTI,0.4,0.7312794234919815,3.890122735242548,0.0,0.0,0.0,817.728,79.872,51.528,13.329370876862633,-2.398081733190338e-17
296,S5,no_TTI,0.5,0.7986051828930006,3.9591346153846154,0.0,0.0,0.0,836.88,79.05600000000001,48.804,14.305451707992562,2.531308496145357e-17
297,S5,no_TTI,0.5,0.7933675554488432,3.662023016353725,0.0,0.0,0.0,812.0400000000001,72.552,44.1,12.733801991447518,3.1974423109204506e-17
298,S5,no_TTI,0.6,0.720268660865155,3.793063583815029,0.0,0.0,0.0,841.2959999999999,78.744,50.879999999999995,12.91122260043938,4.796163466380676e-17
299,S5,no_TTI,0.6,0.7231550709863312,3.838709677419355,0.0,0.0,0.0,831.072,77.112,49.584,13.001260934026577,-2.6645352591003758e-18
300,S5,no_TTI,0.7,0.845243173287722,4.19094247246022,0.0,0.0,0.0,818.856,82.176,52.116,13.48647185817434,-1.3322676295501879e-18
301,S5,no_TTI,0.7,0.7914919163101051,3.742013261000603,0.0,0.0,0.0,829.464,74.49600000000001,46.548,12.190978930098424,-2.2648549702353192e-17
302,S5,no_TTI,0.8,0.7710456106284068,4.0142602495543676,0.0,0.0,0.0,813.8159999999999,81.072,54.24,11.259962847748692,4.39648317751562e-17
303,S5,no_TTI,0.8,0.679194176677775,3.9244363193174894,0.0,0.0,0.0,800.0160000000001,77.28,52.188,11.717308272861256,9.325873406851316e-18
304,S5,no_TTI,0.9,0.8395497856035726,3.897530864197531,0.0,0.0,0.0,819.288,75.768,47.760000000000005,11.687152167866548,1.3322676295501878e-17
305,S5,no_TTI,0.9,0.6924908571532549,3.727328431372549,0.0,0.0,0.0,809.28,72.996,48.768,10.666259053510657,1.7319479184152442e-17
306,S5,symptom_based_TTI,0.1,0.727047893277907,4.001179245283019,534.1800000000001,5.112,89.664,2281.2000000000003,81.432,51.108,13.111476336078498,2.4156449399295417
307,S5,symptom_based_TTI,0.1,0.6774315474061806,3.8467410452143276,502.944,6.816000000000001,88.884,2101.296,78.612,51.312,11.450725564016212,2.005283333191087
308,S5,symptom_based_TTI,0.2,0.6065381384945113,3.8911007025761126,504.984,21.516,89.628,2103.12,79.752,51.839999999999996,13.652090001614429,1.8283043118020665
309,S5,symptom_based_TTI,0.2,0.7165006977481939,3.8171597633136094,556.608,23.267999999999997,90.444,2273.736,77.412,47.772,12.869718256266127,2.2396475934005
310,S5,symptom_based_TTI,0.3,0.6694746220797791,4.0227272727272725,512.604,52.74,90.048,2287.1040000000003,80.712,51.372,13.331943986769284,2.575717195822029
311,S5,symptom_based_TTI,0.3,0.6368219872741768,3.717051842598376,510.216,52.956,90.0,2157.6,71.41199999999999,44.148,12.567716512189712,2.4616594682988078
312,S5,symptom_based_TTI,0.4,0.7010167682874952,3.861913937058446,539.88,98.53200000000001,89.77199999999999,2240.88,72.15599999999999,44.616,12.130367489561692,2.311835211754753
313,S5,symptom_based_TTI,0.4,0.6663618880423174,3.9241877256317688,497.784,99.612,89.34,2139.36,78.264,51.924,10.787196824800077,2.262881680083944
314,S5,symptom_based_TTI,0.5,0.6495099101665266,3.5857487922705316,500.96399999999994,141.312,90.372,2185.848,71.256,44.856,11.384597663542982,2.1083414016278077
315,S5,symptom_based_TTI,0.5,0.7133069998769781,4.024985473561882,517.224,152.724,89.364,2338.2720000000004,83.124,51.839999999999996,14.141023199262463,2.4117606392781927
316,S5,symptom_based_TTI,0.6,0.6590387953843385,3.7935222672064777,534.696,224.34,88.716,2316.048,78.708,49.668,12.95756022784505,2.408702845520696
317,S5,symptom_based_TTI,0.6,0.7198123812199446,4.049237983587338,529.104,241.65599999999998,89.52,2385.648,82.896,52.356,12.79584733127572,3.008153600389582
318,S5,symptom_based_TTI,0.7,0.6776332945789332,3.8585546633724523,541.848,327.228,89.208,2327.52,74.964,47.988,11.622835419507226,2.1881049334132627
319,S5,symptom_based_TTI,0.7,0.6515902966280968,3.7979242979242978,475.356,272.676,89.568,2207.16,74.652,47.544,11.957466225822445,2.3428749036556815
320,S5,symptom_based_TTI,0.8,0.7042602075721651,3.8796856106408706,535.224,409.62,89.84400000000001,2261.664,77.004,49.848,11.065289992870158,2.1125534072375194
321,S5,symptom_based_TTI,0.8,0.6629472359374369,3.957888493475682,494.604,368.688,89.604,2264.8559999999998,80.076,51.276,13.142945192469027,2.2443063300447537
322,S5,symptom_based_TTI,0.9,0.5848960500016894,3.8041297935103247,514.824,500.42400000000004,89.352,2273.376,77.376,51.228,12.126030811279417,2.1251835316862246
323,S5,symptom_based_TTI,0.9,0.6581402009680535,3.953125,491.20799999999997,473.82,89.77199999999999,2477.0879999999997,78.936,49.728,12.958041654293105,3.108214812776808
324,S5,test_based_TTI,0.1,0.6747249914540091,3.766646670665867,49.632000000000005,0.24,89.988,1394.352,75.348,47.46,12.89089479200645,1.4999064789475565
325,S5,test_based_TTI,0.1,0.7257101868881712,3.9499698613622662,56.4,0.444,89.892,1455.432,78.636,49.068,13.479272551049785,1.641289048380512
326,S5,test_based_TTI,0.2,0.6763854579227784,3.746571258199165,58.428,1.944,89.592,1483.3919999999998,75.396,47.388,12.677820271438618,1.7185987733234045
327,S5,test_based_TTI,0.2,0.6775509778491156,3.9835777126099705,59.016000000000005,2.556,89.448,1518.864,81.504,53.04,12.784673388107798,1.816633605099311
328,S5,test_based_TTI,0.3,0.652306800837468,3.625386996904025,50.556,5.712000000000001,90.48,1369.608,70.26,45.983999999999995,9.970020121456873,1.6642740783130137
329,S5,test_based_TTI,0.3,0.7299320985900201,3.8646477132262054,48.635999999999996,5.484,90.432,1384.584,75.036,46.908,12.513166767514162,1.4424716062620124
330,S5,test_based_TTI,0.4,0.69865675764718,3.9586919104991396,59.111999999999995,12.228,89.064,1502.5919999999999,82.8,53.388000000000005,12.758577188650428,2.040318068401163
331,S5,test_based_TTI,0.4,0.6690531156064241,3.807081807081807,54.432,8.628,89.592,1451.04,74.83200000000001,47.82,12.061248158289429,1.7998438013507045
332,S5,test_based_TTI,0.5,0.6931862057154528,3.6125,41.712,15.024000000000001,89.376,1295.208,72.828,46.02,11.359927784507198,1.4734383082692843
