max_contacts_0,max_contacts_1,default
1.0784901073619326,1.316279154278175,1.3837498461691646
1.0802359949676172,1.4260402864426953,1.2672398477018545
1.0710236376057864,1.4498243756815092,1.44497045179371
0.981244272775372,1.424830881204592,1.4117598405511047
0.9739294215282729,1.4793631156912477,1.3771493893371687
1.0318938378888323,1.4820401751785754,1.3149325156488398
1.0722563390484405,1.4332854620513784,1.27111484293479
1.0797007065463902,1.3512825090867493,1.2832206144889688
1.0635900633272188,1.3353552197813983,1.236687591405133
0.9972855571855574,1.4493905855829188,1.3114040176487094
1.1039974701277362,1.4020816978922808,1.3811403799477653
1.1334280852754628,1.473688175029475,1.4356497649137052
1.0827006447710545,1.424830881204592,1.293626028916749
1.0309793586639127,1.4728376737886097,1.3838593306721896
1.1808670784289357,1.4888152231644702,1.2672398477018545
1.1553350887664924,1.4070502736181438,1.4157025738808762
1.0895968898634247,1.448381922295914,1.3291476437223786
1.055688642536328,1.529407254194324,1.4366549679513434
1.1589513085487175,1.4284040986008455,1.3761576320720939
0.9636857929532244,1.5439173024685404,1.3683256839912348
1.1577226917938193,1.473688175029475,1.3814686238767429
1.003761032824386,1.4541748864885022,1.46176676045871
1.0019082087348077,1.4456889479237764,1.2723718416028158
1.0067013141076293,1.4404438340853685,1.3514776004789077
1.0616275539303428,1.4114253224075657,1.3072726457843298
1.0550992030077988,1.3411308318396467,1.313908254885861
1.0246550831002328,1.446207403897112,1.4708963821222796
1.0421077913951289,1.4184416281795758,1.3211024640986437
1.0977598832816644,1.4004723333775395,1.4270156199371944
1.0529612042778953,1.5172920227889963,1.3298861579656724
1.0427206442997232,1.311610397435265,1.406517532087016
0.9890404881220676,1.4279722092402136,1.3600740065930483
1.16136563820214,1.489586622055611,1.2615243225023265
1.1070723083142664,1.4762772748099935,1.296640051964711
1.1833781739679303,1.3814063155084322,1.27311774976652
1.0557692489160673,1.5025050978834384,1.3995793950646653
1.0645631919647793,1.4259707596574753,1.304778121685324
1.154201739734703,1.4092171709841066,1.387264620983348
0.985659824867636,1.4194343954157593,1.4552251860355014
1.0731658298132511,1.3311868080546432,1.416895009307249
1.0874647747617368,1.4176142540591186,1.3453797237595388
0.956373956192818,1.4553586352073573,1.397790588374183
1.0933621745204727,1.4637369131413227,1.2757048080036946
1.0056508124291539,1.460226203152829,1.3951682757654134
1.0947307709785206,1.4067706415041579,1.2672398477018545
1.077277629620625,1.4153227317503132,1.3945793945091647
1.1066749849672695,1.401979185199855,1.4360082885978742
0.9670630538914716,1.4092171709841066,1.2871143100371083
1.007602368850998,1.4599314411648234,1.397778156566327
0.9908596898488978,1.3646161555694623,1.3591560212174698
0.9869296267616923,1.404806996512452,1.3084600939206252
1.0636637649906089,1.5009343741287946,1.3378019433489168
1.019308674881382,1.3639468733760103,1.3615298484082574
0.9874129222151296,1.3681871115033544,1.387264620983348
0.9917877906898297,1.4194343954157593,1.4305606878124377
1.1150534602548792,1.4404438340853685,1.3253700017866599
0.9527001004214206,1.4497063162977144,1.3375221911988346
1.0322824004771194,1.4887233508237878,1.281592813884411
1.0492905197798603,1.3686476420391738,1.2557814351096375
1.0833831483184042,1.4916733150580412,1.3144472656688564
1.1565405195958887,1.4458007962666526,1.376775908164784
1.0729872203863635,1.4512466407087135,1.2604667220141594
0.9808169905764057,1.4284040986008455,1.381250209586354
1.0545943873552583,1.4655377673023604,1.303817377581678
1.0666146946759243,1.468574916216039,1.3991143718169505
1.037666868002454,1.4320589051267039,1.4164174856584961
1.054453364300696,1.4321482233200844,1.2862398603790846
0.9988683857831562,1.3958397927326864,1.3178514536565018
0.9823656036822611,1.4270166723256204,1.402210078155117
0.9781198267830025,1.520043980757451,1.3489863918913734
1.0229489915857428,1.3621512534623506,1.413583106272309
1.0946261105475181,1.446207403897112,1.3661359099482324
1.0895968898634247,1.460226203152829,1.3521217894738973
1.0530734996283149,1.5305084174784043,1.26050121452529
1.0614421581962792,1.453397934520431,1.396323941883541
0.9944675877101405,1.4826859123059475,1.2747091792237208
1.1072088040877206,1.2853278261259862,1.3531200853807601
1.0805818008264632,1.452676711949368,1.397778156566327
1.059660122811569,1.3916985812948546,1.2330041577106559
0.954892997199068,1.3654793593390606,1.2734646781559218
1.0555224277268547,1.4249406445575483,1.3285040591575625
1.1199605453305634,1.3636744917119856,1.3545483271194565
1.1164239023991085,1.4851474025887534,1.3983842127418626
1.0966208672266988,1.53708046306622,1.2586981644784125
0.9917877906898297,1.4857875731013537,1.2537463321647033
1.0625750402472107,1.4332579949336681,1.305277186584321
1.1296636938658853,1.3907070033551068,1.3837498461691646
1.136080837885971,1.4657348505154073,1.3795895220168397
1.1484567003289334,1.414051535279571,1.3753112561032408
0.9834717969865844,1.3572055313283042,1.3285040591575625
1.086051192118571,1.3935935567118571,1.3980225334324379
1.1833781739679303,1.4144801676008103,1.2313372389883326
1.055688642536328,1.3477269192942005,1.3683256839912348
1.0433337150222586,1.416574433944073,1.3455514625420377
1.0733516972028456,1.4816586819620121,1.3489213009441763
1.0357444127841058,1.4332579949336681,1.3261627531493192
1.132428830279772,1.5010539796066886,1.3174797271343446
1.0316491496686637,1.446411365738548,1.335935199756676
1.0341504191753137,1.4686845039844578,1.318229456546012
1.0712126242157052,1.3111106421701173,1.408668152923627
