,total_effects_gp,total_effects,main_effects_gp,main_effects
go_to_school_prob,-0.010084860709110795,0.1428116830446376,0.044228116830446376,0.1228116830446376
max_contacts,0.6185491658897385,0.5910903883908986,0.6710903883908986,0.6210903883908986
quarantine_length,0.43390110210473226,0.4635743301693476,0.1435743301693476,0.3435743301693476
wfh_prob,0.01805885142454041,0.000628696758654266,0.028628696758654266,-0.05628696758654266
