,strategy,gov_policy,quarantine_length,effective_r,base_r,manual_traces,app_traces,test_needed,persondays_quarantined,secondary_infections,secondary_infections_social,secondary_infections_isolating,secondary_infections_contact
143,S4,test_based_TTI,8,0.9508855648895952,3.7702786377708977,85.86,12.552,90.20400000000001,1231.56,73.068,36.696000000000005,15.112997882922015,2.8308398695176464
144,S4,test_based_TTI,10,0.9997972754246299,3.9050868486352357,101.28,12.816,88.96799999999999,1550.2559999999999,75.53999999999999,37.211999999999996,15.642349974265134,3.3455715299208464
145,S4,test_based_TTI,10,0.9639787965269839,3.73859649122807,97.968,11.700000000000001,89.244,1529.784,76.716,37.26,16.658267912641087,3.0168871826252186
146,S4,test_based_TTI,12,0.9292606014615997,3.7970238095238096,88.788,11.292,89.652,1620.8880000000001,76.548,39.552,15.564355560760616,2.697750713773552
147,S4,test_based_TTI,12,0.9105596400737206,4.06046511627907,112.66799999999999,12.132,90.096,1889.712,83.808,42.059999999999995,19.53635681909842,3.417692209779999
148,S4,test_based_TTI,14,0.9865023548206553,3.951770451770452,94.572,11.556,90.41999999999999,1893.504,77.676,38.34,17.107923883417342,2.837385830227876
149,S4,test_based_TTI,14,0.9864427808197339,3.9652375434530707,100.536,13.764,88.668,1969.032,82.128,39.995999999999995,18.472174139706418,3.2286229839552765
150,S4,test_based_TTI_test_contacts,6,0.954762726197439,3.91040288634997,99.396,13.908000000000001,168.588,796.968,78.036,37.788000000000004,17.619252663945073,3.575502372058851
151,S4,test_based_TTI_test_contacts,6,1.0044524899243181,3.872977831036549,118.86,16.572,182.88,818.928,77.568,36.888,17.161112494517457,3.4017130372783178
152,S4,test_based_TTI_test_contacts,8,1.084954785557895,3.88450206246317,94.2,15.011999999999999,163.044,835.1279999999999,79.104,38.604,15.281155158533707,3.1248255883653373
153,S4,test_based_TTI_test_contacts,8,0.9371784116678427,3.904497843499692,93.888,13.656,162.732,819.24,76.04400000000001,39.108000000000004,15.512521620717457,3.1709916336396553
154,S4,test_based_TTI_test_contacts,10,0.9843773636203395,3.8523409363745498,107.592,19.692,174.648,899.616,77.016,37.14,16.5988850992223,3.5974426472798826
155,S4,test_based_TTI_test_contacts,10,0.9593448953230921,3.948195576251455,87.39599999999999,10.524000000000001,157.764,867.264,81.396,42.156,16.807692621115354,2.6544530169038008
156,S4,test_based_TTI_test_contacts,12,1.0553816921450998,3.9098083427282977,102.024,17.328,168.684,951.432,83.232,39.84,17.69072981331999,3.2343047242951317
157,S4,test_based_TTI_test_contacts,12,1.034656479836561,3.81485780615206,99.876,16.163999999999998,168.816,942.672,78.876,38.196000000000005,15.930551992314548,3.3568906305847386
158,S4,test_based_TTI_test_contacts,14,0.9145405299040259,3.985749690210657,98.82000000000001,14.424,168.684,996.5520000000001,77.196,38.796,17.484378774915996,3.2028002419028554
159,S4,test_based_TTI_test_contacts,14,0.9693610756875558,3.652173913043478,98.244,17.748,166.104,957.72,72.576,33.408,16.998107610457936,2.906749093478976
160,S5,no_TTI,6,0.7873566936457288,4.0012012012012015,0.0,0.0,0.0,630.024,79.944,51.42,12.792613260958339,1.199040866595169e-17
161,S5,no_TTI,6,0.7437106853831728,3.837569745815251,0.0,0.0,0.0,626.1360000000001,74.28,48.816,11.068735973723305,-4.263256414560601e-17
162,S5,no_TTI,8,0.7974419017013065,3.8496932515337425,0.0,0.0,0.0,664.752,75.3,49.536,10.166036402722446,-7.993605777301126e-18
163,S5,no_TTI,8,0.7309274901059575,3.7284848484848485,0.0,0.0,0.0,674.832,73.824,46.68,12.67163569590204,1.3322676295501878e-17
164,S5,no_TTI,10,0.7980158203202576,3.7242848447961046,0.0,0.0,0.0,720.9359999999999,73.428,45.324,12.370320086565798,-2.531308496145357e-17
165,S5,no_TTI,10,0.8038444779582885,3.8859138533178115,0.0,0.0,0.0,724.2719999999999,80.112,50.484,13.055942242411923,0.0
