,total_effects_gp,total_effects,main_effects_gp,main_effects
app_coverage,0.26558139562266225,-1.1943982546042333,0.16811737701564758,0.5326382621412624
compliance,0.8339858302064888,0.473883972116786,0.7246828244460367,1.138353491381597
