,strategy,gov_policy,gts,effective_r,base_r,manual_traces,app_traces,test_needed,persondays_quarantined,secondary_infections,secondary_infections_social,secondary_infections_isolating,secondary_infections_contact
162,S5,no_TTI,0.25,0.8770036019866345,3.9129418638621094,0.0,0.0,0.0,823.824,80.36399999999999,49.007999999999996,13.34410002239849,6.661338147750939e-18
163,S5,no_TTI,0.25,0.8167344754219465,3.74234457160532,0.0,0.0,0.0,805.8599999999999,72.594,44.778,11.972984645765058,1.7985612998927537e-17
164,S5,no_TTI,0.5,0.7875779803971881,3.782248157248157,0.0,0.0,0.0,817.56,73.89,45.75,12.753876574960529,8.659739592076221e-18
165,S5,no_TTI,0.5,0.9282339547290273,3.978371883448483,0.0,0.0,0.0,805.476,79.464,47.004,13.919454988242395,1.5987211554602253e-17
166,S5,no_TTI,0.75,0.920428233647713,3.7685643564356437,0.0,0.0,0.0,807.972,73.08,41.442,13.789055693103546,7.327471962526034e-18
167,S5,no_TTI,0.75,0.9009028453492224,3.671985271555692,0.0,0.0,0.0,828.672,71.802,39.834,14.351745762041293,2.997602166487922e-17
168,S5,no_TTI,1.0,1.0257226678634925,3.8838124054462937,0.0,0.0,0.0,836.148,77.016,40.83,15.84591949626693,2.065014825802791e-17
169,S5,no_TTI,1.0,1.0112329342827784,3.892920353982301,0.0,0.0,0.0,832.272,79.182,43.044000000000004,15.569522116688281,2.2648549702353192e-17
170,S5,symptom_based_TTI,0.0,0.6502621637299993,3.783816425120773,489.834,74.616,89.142,2067.648,75.19200000000001,48.498000000000005,11.939151651039458,1.8328386313179907
171,S5,symptom_based_TTI,0.0,0.6625451712707178,4.0344197380444715,529.668,75.51599999999999,89.68799999999999,2300.82,79.47,50.208,13.71426736875555,2.4969178475538585
172,S5,symptom_based_TTI,0.25,0.7640793617748582,3.912618392911702,597.0600000000001,86.148,89.376,2388.768,76.836,47.46,12.121211416273981,2.2497980771913313
173,S5,symptom_based_TTI,0.25,0.7166408894862473,3.9403669724770642,604.878,84.972,89.724,2434.632,77.31,47.226,13.333101682308795,2.690404065971037
174,S5,symptom_based_TTI,0.5,0.7455604567623176,4.064206420642064,668.934,100.758,90.39,2707.692,81.276,47.886,15.188168464518304,3.292113521148862
175,S5,symptom_based_TTI,0.5,0.7883069151859223,3.7584745762711864,634.476,91.218,88.992,2399.5319999999997,74.508,43.278000000000006,13.253498301994227,2.349105411360036
176,S5,symptom_based_TTI,0.75,0.8306968578778502,3.931877729257642,762.9179999999999,110.44200000000001,89.388,2821.068,81.036,45.78,15.28511651416288,2.850221244974618
177,S5,symptom_based_TTI,0.75,0.7609449182893636,3.853093569033831,699.216,107.892,89.46600000000001,2612.832,75.852,44.25,13.654144677447118,2.967893661108458
178,S5,symptom_based_TTI,1.0,0.9190407244708877,3.8840275696733593,823.158,108.84,89.47200000000001,3058.2479999999996,77.766,39.852000000000004,15.80431625168098,3.7086503629629086
179,S5,symptom_based_TTI,1.0,0.8440756483873212,3.8475144861238184,807.582,118.506,89.616,3002.808,75.696,40.913999999999994,14.802613154943836,3.3730425386839924
180,S5,test_based_TTI,0.0,0.6392932494962742,3.8368405001524857,46.29,7.703999999999999,89.68199999999999,1365.108,75.486,48.984,12.443316993630967,1.4812276157793374
181,S5,test_based_TTI,0.0,0.647504245895898,3.6995221027479093,51.66,8.388,89.568,1423.308,74.316,47.178,12.51771411444985,1.613220593993354
182,S5,test_based_TTI,0.25,0.7597980376071523,3.8655162154120797,64.28399999999999,9.75,89.41799999999999,1562.22,77.952,47.178,13.491610479639808,1.9603022939743413
183,S5,test_based_TTI,0.25,0.6953732916260431,3.759753593429158,67.104,11.664,89.07,1592.088,76.902,48.33,12.413518435087063,1.9353162579938448
184,S5,test_based_TTI,0.5,0.7963436387678215,3.8773500447627574,67.18799999999999,8.988,89.21400000000001,1584.4080000000001,77.958,46.104,13.706886559935832,2.135828238998308
185,S5,test_based_TTI,0.5,0.7061351293518706,3.848101265822785,64.33200000000001,8.838,89.78999999999999,1558.308,78.43199999999999,48.246,13.739952802642483,2.0536009909076753
186,S5,test_based_TTI,0.75,0.8347534487470997,3.8705452330185808,71.41199999999999,11.238,89.68799999999999,1638.192,76.24199999999999,43.632,13.853021871962575,2.3140046946170365
187,S5,test_based_TTI,0.75,0.8001065302218956,3.878905087771497,77.934,9.978,89.532,1699.9080000000001,78.22200000000001,43.704,15.964817925625367,2.418233785919871
188,S5,test_based_TTI,1.0,0.9291890103145726,3.9067592033796017,90.828,15.216,90.16199999999999,1863.4199999999998,77.682,41.082,15.343445985251051,2.78055973365398
189,S5,test_based_TTI,1.0,0.9093074682513742,3.9990950226244344,72.744,10.734,89.73,1656.912,79.542,44.214,14.899646004859244,2.3422284516208665
190,S5,test_based_TTI_test_contacts,0.0,0.6544350894549439,3.9427353030764545,64.452,6.822,140.184,920.532,77.664,50.628,12.114031305843104,2.0309063020734217
191,S5,test_based_TTI_test_contacts,0.0,0.669104912995595,3.782950423216445,53.562000000000005,7.08,131.286,916.32,75.084,46.926,13.408356201106159,1.469249485757273
192,S5,test_based_TTI_test_contacts,0.25,0.7389258461399113,3.8326894502228828,60.354,7.572,137.226,918.7679999999999,77.382,47.681999999999995,12.785816943354439,1.9952702230807366
193,S5,test_based_TTI_test_contacts,0.25,0.7641686725154204,3.9508592101296354,71.808,10.608,145.932,933.504,78.63,48.540000000000006,12.839849913173275,2.04166516642481
194,S5,test_based_TTI_test_contacts,0.5,0.8312012201339821,3.924449732302201,67.878,10.164,143.502,943.8480000000001,79.16399999999999,47.226,13.096536271043448,2.074472716413832
195,S5,test_based_TTI_test_contacts,0.5,0.7836396700145974,4.037544696066746,80.86800000000001,13.002,153.618,970.1879999999999,81.3,47.88,15.007455560106814,2.6331760444792445
196,S5,test_based_TTI_test_contacts,0.75,0.8938873113274098,3.7399289099526065,77.64,12.456,149.508,957.792,75.756,41.088,13.924459961959032,2.6369586597929273
197,S5,test_based_TTI_test_contacts,0.75,0.8192276364360425,3.9192434704293007,76.908,9.594,150.42000000000002,949.164,78.33000000000001,44.592,14.863205257979777,2.501711200209464
198,S5,test_based_TTI_test_contacts,1.0,0.8584179322204666,3.936638310354943,88.22999999999999,14.718,159.048,976.1640000000001,80.52000000000001,43.782000000000004,16.061084112037676,3.1188355023248806
199,S5,test_based_TTI_test_contacts,1.0,0.8639267633990968,3.918222222222222,95.352,13.17,164.46,986.124,79.344,42.876,16.0392967860606,2.934186255107658
