app_0,app_1,default
1.487058236442398,1.2653429329526724,1.2253587875532206
1.2725448231328234,1.3914590626079144,1.2936730520926731
1.44340085690785,1.2620896798953471,1.3375425757950594
1.4357519937310885,1.3027885181374508,1.4187566278178378
1.3260427426482506,1.2284098868286735,1.27111484293479
1.3479771032776646,1.2587377974362999,1.3141575482367855
1.2651074977428067,1.2105400808010094,1.3384576515305742
1.462713491524617,1.1815771168805689,1.3291476437223786
1.4291952653892148,1.4100665809657436,1.265115968533575
1.405268951187735,1.2806478228699216,1.2946821279682992
1.4455455552385337,1.2724997653759613,1.2819078187415296
1.359158613957432,1.2857004208095855,1.390762791720944
1.4298379085390245,1.2398146226783815,1.4359037302718989
1.3282391817863544,1.2701273681889163,1.3500862041994826
1.3453139409703625,1.1715647555309172,1.335861124643156
1.425095149577754,1.3192993728863966,1.3944443933187647
1.3808653422035853,1.3857068794330345,1.3434143185016783
1.4786781788354508,1.3358635342110778,1.3489213009441763
1.329526371482452,1.2699906954665485,1.4224752448052178
1.3228288921677156,1.220075600105142,1.2978069419821414
1.3112843831708811,1.3626571973355197,1.359747123666713
1.4015758610758304,1.4122661416184519,1.3453797237595388
1.3234983065834598,1.3548294207949234,1.266187873381277
1.3756609068388737,1.4229010735537295,1.3106259403823535
1.35425265621725,1.3380389916984592,1.4772650657402682
1.2064533929162224,1.2562207045009237,1.32674002046934
1.3294092088183567,1.2482884026308958,1.3511132312041358
1.39016598588444,1.3409820598913413,1.3132059559870626
1.2905972162429766,1.1797757889777556,1.3384228119746793
1.4357519937310885,1.3279664022984594,1.4652325873568215
1.2933479801728311,1.1966260536968798,1.2313372389883326
1.3656588824683105,1.3274600463070836,1.3920826354953517
1.303095381292777,1.3079781474898742,1.3716883558546957
1.3194639707216416,1.3064525983783315,1.3402226086703692
1.2067737101754399,1.247963840357549,1.348050348600344
1.343608167703528,1.2534582713382307,1.366201397772236
1.3411572369008473,1.320316822095795,1.49094849612085
1.3719615598333623,1.259332453015167,1.422339626485054
1.4723028956081834,1.2181550937540295,1.2625932162621916
1.3009273764932614,1.2978178393049975,1.4778169664183316
1.4392323222968915,1.220075600105142,1.3712220417685244
1.3153506387927556,1.2251512841636587,1.3837498461691646
1.327301322056978,1.244454825715691,1.3824935361301471
1.3498291796357302,1.2488503450990602,1.4248815286791434
1.4437777712100908,1.3082801062618834,1.4731013547381593
1.29301117579467,1.2933458611372206,1.3995981895941167
1.3966784817118991,1.2290415153338046,1.3920752997238948
1.4679838127418878,1.3634406600262445,1.3813099696109374
1.3112035915669822,1.3627224060288645,1.39274210650871
1.267831411411425,1.1804830103722677,1.3594310513289707
1.323382866015661,1.16358434025748,1.4070808774354044
1.397606794063966,1.4122661416184519,1.2303541723277147
1.3253354562990505,1.2084030648750506,1.265593953305172
1.3009255994077247,1.2699906954665485,1.3013553347521496
1.5036733108821987,1.3017835040946701,1.3430486831809452
1.3647720287024985,1.3491582913280928,1.39498006239473
1.4564222727800527,1.2340566966923374,1.3602715850862868
1.4787340610800626,1.2727649521455953,1.3339603600029484
1.278176997486919,1.327807635831657,1.408668152923627
1.380273275704625,1.2597934638471533,1.3308801054044808
1.3344144779403089,1.2736238096908141,1.2303541723277147
1.3977959542784761,1.2294577179103454,1.3553161018864401
1.3299402729958734,1.2449480247989309,1.3990028507058785
1.292503263504429,1.2393324904420553,1.2557814351096375
1.3330221127494921,1.3667975064900437,1.3545483271194565
1.3498291796357302,1.1960627775950345,1.3693542871776776
1.3535822747891078,1.3487125225036893,1.3867527614158062
1.3570451089512439,1.2701852773976392,1.383980390691142
1.435276671082378,1.2654448730345207,1.2534221403167904
1.430586344397252,1.4353575873051847,1.3145217933908884
1.4355273633986143,1.203852317935935,1.2901029193157678
1.399085545241358,1.2876720664254664,1.4973030587914167
1.4216506949276593,1.2410338902138838,1.3451417475355707
1.229409792332273,1.240697998935721,1.2556993152068612
1.4128857821266818,1.3722593411981638,1.390762791720944
1.250041960485544,1.1911859858203344,1.2537463321647033
1.4394172040331372,1.3359780519112217,1.4864167034783042
1.3156652046212205,1.2900512622031335,1.3108797096619589
1.4296216416272682,1.2674595697259343,1.2897069746879157
1.3632955912144888,1.4443359472896065,1.3420192846478582
1.3411572369008473,1.253443111053424,1.3002370258046139
1.374986158155988,1.2720462985463756,1.4020760309464289
1.1889109129402609,1.3535041711967766,1.425859164523533
1.2905972162429766,1.210586892111675,1.3473946389929639
1.307898779226996,1.190235774394834,1.4359037302718989
1.4904407082894742,1.2310937532283446,1.3895845436825423
1.375994099125709,1.3517939446389131,1.3536367191827676
1.4235243754982598,1.2597982777800238,1.424861785321582
1.3033998781731935,1.2552389229979615,1.3811403799477653
1.3575920790292584,1.3223378848312681,1.301722781622488
1.3294506976147211,1.3738453723717137,1.4052212704791898
1.378643392731971,1.327921827760002,1.2473403111441184
1.3518308923444926,1.34283661967122,1.4249683926109078
1.3422059702472553,1.1960627775950345,1.3432953375901366
1.2891873101853772,1.274004739288029,1.3128510315860147
1.3330788770928992,1.3338659921207106,1.4063197351173962
1.3522124192581193,1.2213757049372718,1.434089691694532
1.2956401299176374,1.2484181880679706,1.2867663596657744
1.3083429003290108,1.2511034600173387,1.3032571851245496
1.2441753458509044,1.2149793806739113,1.3070536745008623
