,strategy,gov_policy,other_sar,effective_r,base_r,manual_traces,app_traces,test_needed,persondays_quarantined,secondary_infections,secondary_infections_social,secondary_infections_isolating,secondary_infections_contact
150,S4,test_based_TTI_test_contacts,0.1,1.4370442330184934,5.665676959619953,111.48,13.608,174.192,996.4560000000001,114.49199999999999,57.78,22.554692431233544,5.117517707928758
151,S4,test_based_TTI_test_contacts,0.1,1.351134094594157,5.440321583178726,103.332,14.676,169.188,991.152,105.56400000000001,53.34,20.98801553850049,5.0185784899944945
152,S4,test_based_TTI_test_contacts,0.2,2.1930075900243966,7.764289923394225,94.2,15.011999999999999,158.412,984.96,158.11200000000002,74.628,30.42515515853372,8.4004382782094
153,S4,test_based_TTI_test_contacts,0.2,2.0332810483582455,8.27848872638635,107.064,14.256,169.368,982.6560000000001,163.02,82.91999999999999,31.34698502182353,8.713644573905881
154,S4,test_based_TTI_test_contacts,0.3,2.665148031666113,10.75725900116144,101.77199999999999,11.064,160.464,1000.9440000000001,222.288,106.944,47.520035145788604,12.75134592786274
155,S4,test_based_TTI_test_contacts,0.3,2.6354793966762986,10.028135990621337,100.00800000000001,12.504,161.508,983.0160000000001,205.29600000000002,94.64399999999999,45.0244303695552,11.674035421687597
156,S4,test_based_TTI_test_contacts,0.4,3.509949933175682,12.195046439628483,99.528,11.448,158.772,1001.544,236.34,103.584,50.291891640013226,14.441278655042055
157,S4,test_based_TTI_test_contacts,0.4,3.534787117451736,13.126694166175604,102.87599999999999,12.588,159.97199999999998,1009.1279999999999,267.31199999999995,124.128,55.405024265690585,15.79657087452222
158,S4,test_based_TTI_test_contacts,0.5,4.136690353668323,15.383734249713632,101.05199999999999,13.5,153.792,1004.808,322.32,148.26,67.00838244973218,20.379681260209093
159,S4,test_based_TTI_test_contacts,0.5,4.149874924568488,15.886658795749705,99.828,15.155999999999999,155.448,996.936,322.94399999999996,153.672,67.00279427104135,17.910548262330348
160,S5,no_TTI,0.1,0.9634189380279682,5.452524038461538,0.0,0.0,0.0,816.864,108.876,74.10000000000001,15.53845064545753,-5.062616992290714e-17
161,S5,no_TTI,0.1,0.8588904260140899,5.588235294117647,0.0,0.0,0.0,804.912,114.0,83.03999999999999,13.438635309312563,4.39648317751562e-17
162,S5,no_TTI,0.2,1.2229109419217625,7.722056186491333,0.0,0.0,0.0,812.16,155.02800000000002,114.372,16.1048399299787,1.7319479184152442e-17
163,S5,no_TTI,0.2,1.1618912920007045,7.581227436823105,0.0,0.0,0.0,831.2879999999999,151.2,110.472,17.555240072337952,1.3322676295501878e-17
164,S5,no_TTI,0.3,1.5446808942676709,11.132086851628468,0.0,0.0,0.0,826.8,221.48399999999998,169.344,21.407028927650423,-6.128431095930865e-17
