,strategy,gov_policy,other_sar,effective_r,base_r,manual_traces,app_traces,test_needed,persondays_quarantined,secondary_infections,secondary_infections_social,secondary_infections_isolating,secondary_infections_contact
165,S5,no_TTI,0.3,1.477270423563335,10.9796285200719,0.0,0.0,0.0,826.3919999999999,219.9,169.67999999999998,20.633227956873522,-1.199040866595169e-17
166,S5,no_TTI,0.4,1.8311970559641286,13.809902200488997,0.0,0.0,0.0,820.416,271.116,210.024,25.141939397312203,1.3322676295501878e-17
167,S5,no_TTI,0.4,1.7460139055031747,13.987833140208576,0.0,0.0,0.0,849.648,289.716,226.932,26.62055998921823,-6.261657858885884e-17
168,S5,no_TTI,0.5,2.175424691408073,15.41016548463357,0.0,0.0,0.0,822.384,312.88800000000003,240.336,28.382177065650467,-4.929390229335695e-17
169,S5,no_TTI,0.5,2.064600554386797,15.323303834808259,0.0,0.0,0.0,848.136,311.67600000000004,240.84,28.84202472377254,-2.1316282072803006e-17
170,S5,symptom_based_TTI,0.1,0.776719671715827,5.32183908045977,524.808,78.58800000000001,89.676,2200.224,105.56400000000001,73.08,14.279019576579483,2.7979690152653864
171,S5,symptom_based_TTI,0.1,0.7948063756193562,5.203877790834313,475.128,65.712,89.652,2133.288,106.284,74.376,12.935112411689428,2.739762172660848
172,S5,symptom_based_TTI,0.2,0.9825642909653873,8.010644589000592,534.528,78.096,90.084,2301.96,162.552,120.036,17.823068323997127,4.7547370837332315
173,S5,symptom_based_TTI,0.2,1.1158610045042052,7.928697701826753,531.492,72.54,88.404,2220.816,161.45999999999998,117.672,16.632570690769974,4.432035813506402
174,S5,symptom_based_TTI,0.3,1.1480692447081708,10.705671641791044,488.832,67.128,88.488,2170.8,215.184,164.94,20.954810389501997,6.212997791863785
175,S5,symptom_based_TTI,0.3,1.2327781797967,10.23803967327888,496.428,76.932,89.208,2224.536,210.576,158.7,19.920739344272622,6.599479053668876
176,S5,symptom_based_TTI,0.4,1.4920452700641418,13.45774647887324,523.548,77.052,89.628,2177.04,275.184,212.976,24.283854671874067,7.414803645854359
177,S5,symptom_based_TTI,0.4,1.4530715116216872,14.789824348879467,494.24399999999997,69.036,88.932,2295.624,293.016,231.252,24.813599792225183,8.16214741952595
178,S5,symptom_based_TTI,0.5,1.7415061190536913,16.441194029850745,556.524,81.492,90.096,2237.808,330.46799999999996,258.036,28.416143000851328,9.01158400616947
179,S5,symptom_based_TTI,0.5,1.7006932751933173,15.704586063132817,518.88,76.61999999999999,89.244,2293.944,316.416,241.596,31.04946680681077,9.504965084594247
180,S5,test_based_TTI,0.1,0.8644989332616005,5.5475910693302,63.059999999999995,6.408,90.024,1566.792,113.304,76.8,16.5528943645081,2.2945794225569767
181,S5,test_based_TTI,0.1,0.8644866141166494,5.4467564259485926,60.348,8.976,89.892,1508.52,106.8,73.668,13.496985699471836,2.6841607709289215
182,S5,test_based_TTI,0.2,1.047117522840772,8.296028880866427,48.839999999999996,7.572,89.22,1394.424,165.45600000000002,123.972,17.56096640589731,3.0393217185663493
183,S5,test_based_TTI,0.2,1.0764431038142386,7.999418942475305,61.536,11.172,88.692,1528.5120000000002,165.204,120.63600000000001,18.257835462399797,4.079461557628581
184,S5,test_based_TTI,0.3,1.2856558001282659,10.350533807829182,53.796,8.316,89.028,1455.552,209.412,156.828,21.6178625124914,4.95474933931355
185,S5,test_based_TTI,0.3,1.2058956165106194,11.011323003575685,56.519999999999996,8.352,89.892,1475.352,221.724,168.348,24.32904254568166,4.76504332026056
186,S5,test_based_TTI,0.4,1.5716669558135397,12.973154362416107,48.168,4.38,89.916,1353.528,255.156,194.964,23.39499369637551,5.885460616683818
187,S5,test_based_TTI,0.4,1.4865700468708805,12.716676999380038,46.488,5.136,89.604,1338.912,246.144,187.81199999999998,24.317790041022526,5.240160131744728
188,S5,test_based_TTI,0.5,1.767560607480744,16.326190476190476,68.976,7.524000000000001,89.364,1625.52,329.13599999999997,254.952,30.615870775492464,7.934107377695684
189,S5,test_based_TTI,0.5,1.7313710473309742,16.535211267605632,53.232,5.568,89.508,1453.728,338.112,265.728,29.929435918685385,7.0514889054908005
190,S5,test_based_TTI_test_contacts,0.1,0.725743111542609,5.444043321299639,50.772,5.76,129.708,913.8480000000001,108.57600000000001,77.304,14.609233140159613,2.1885462432346108
191,S5,test_based_TTI_test_contacts,0.1,0.7731737032503806,5.394938198940554,55.74,7.199999999999999,132.744,916.3439999999999,109.99199999999999,77.784,13.836892772218889,2.6076417659123674
192,S5,test_based_TTI_test_contacts,0.2,1.0527639821265615,8.301183431952662,53.22,6.324,129.54,928.6560000000001,168.348,125.544,17.74811485625498,3.705831586218378
193,S5,test_based_TTI_test_contacts,0.2,0.9543738363845731,8.076281287246722,59.928000000000004,8.796000000000001,134.124,918.072,162.624,122.74799999999999,16.747335980943085,3.911392449617181
194,S5,test_based_TTI_test_contacts,0.3,1.3341452317446703,11.157363420427554,64.44,7.248,136.968,921.0,225.468,173.232,20.742692431233543,4.53290072567019
195,S5,test_based_TTI_test_contacts,0.3,1.236749186578608,10.260765550239235,43.896,7.0440000000000005,121.96799999999999,886.5360000000001,205.872,155.70000000000002,21.045903323462266,4.311960997024566
196,S5,test_based_TTI_test_contacts,0.4,1.4065395178164446,13.3125,53.652,9.672,128.976,938.64,263.26800000000003,203.85600000000002,25.970775698232195,5.6254987974298185
197,S5,test_based_TTI_test_contacts,0.4,1.583767522642059,13.455838767042087,64.53599999999999,9.575999999999999,136.092,916.6320000000001,272.4,210.18,24.037888048699646,6.120322222934453
198,S5,test_based_TTI_test_contacts,0.5,1.6397515023957958,15.236842105263158,44.556000000000004,5.316,121.05599999999998,917.76,305.712,237.46800000000002,29.209825783878166,6.134200072052581
199,S5,test_based_TTI_test_contacts,0.5,1.753895262274204,15.94976076555024,59.736000000000004,11.88,133.044,923.448,320.01599999999996,250.272,27.257172279953714,7.296673177776628
