,go_to_school_prob,wfh_prob,isolate_individual_on_symptoms,isolate_individual_on_positive,isolate_household_on_symptoms,isolate_household_on_positive,isolate_contacts_on_symptoms,isolate_contacts_on_positive,test_contacts_on_positive,do_symptom_testing,do_manual_tracing,do_app_tracing,max_contacts,quarantine_length,# PersonDays Quarantined
36,0.11439787133051575,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,11.0,6.0,1.2474
37,0.9042901865130291,0.9152684019125839,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,19.0,12.0,4.4068
38,0.14341373558550452,0.9970278746215772,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,11.0,6.0,1.2474
39,0.14421574421367012,0.996211956077184,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,11.0,6.0,1.2474
40,0.1442197401248024,0.9962080182716732,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,11.0,6.0,1.2474
41,0.9043581084518587,0.9154414817206166,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,19.0,12.0,4.4068
42,0.12795819491337465,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,11.0,6.0,1.2474
43,0.1442122264448242,0.9962154041826174,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,11.0,6.0,1.2474
44,0.1435051070783159,0.9968621891324764,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,11.0,6.0,1.2474
45,0.14419163414970543,0.9962494166194591,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,11.0,6.0,1.2474
46,0.1394057443014942,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,11.0,6.0,1.2474
47,0.9043280467303265,0.9153651284285921,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,19.0,12.0,4.4068
48,0.14421630081834538,0.9962123215123083,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,11.0,6.0,1.2474
49,0.1224668275164228,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,11.0,6.0,1.2474
50,0.14422128038456675,0.9962066100781413,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,11.0,6.0,1.2474
51,0.9043856283488293,0.9155110357662469,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,19.0,12.0,4.4068
52,0.08025152097930682,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,11.0,6.0,1.2474
53,0.14422201979050356,0.9962059714653224,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,11.0,6.0,1.2474
54,0.14421521894407607,0.9962122736424449,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,11.0,6.0,1.2474
