,strategy,gov_policy,work_sar,effective_r,base_r,manual_traces,app_traces,test_needed,persondays_quarantined,secondary_infections,secondary_infections_social,secondary_infections_isolating,secondary_infections_contact
166,S5,no_TTI,0.4,3.7819512882403257,20.529129129129128,0.0,0.0,0.0,829.896,410.17199999999997,287.364,47.24461326095837,-1.305622276959184e-16
167,S5,no_TTI,0.4,3.745989389834171,20.11059371362049,0.0,0.0,0.0,819.96,414.6,287.124,50.24868273917876,1.3589129821411918e-16
168,S5,no_TTI,0.5,3.721890977602563,24.611214953271027,0.0,0.0,0.0,806.2320000000001,474.012,341.064,61.26437977137465,-4.39648317751562e-17
169,S5,no_TTI,0.5,4.681164873239012,25.09227082085081,0.0,0.0,0.0,833.88,502.548,347.796,60.99762991876911,-4.449773882697627e-16
170,S5,symptom_based_TTI,0.1,1.0975349704658177,6.374174174174174,508.896,76.092,89.244,2168.592,127.356,84.36,16.853056007127755,4.214195282965212
171,S5,symptom_based_TTI,0.1,1.0588677153701664,6.509557945041816,523.164,82.956,89.352,2246.7839999999997,130.76399999999998,88.584,16.522067633140782,4.38739770050332
172,S5,symptom_based_TTI,0.2,1.5140336640768521,10.667256637168142,513.408,70.74000000000001,89.42399999999999,2205.288,216.972,147.996,30.169879985651068,8.010675287025762
173,S5,symptom_based_TTI,0.2,2.0909621565813863,11.59181141439206,496.776,72.384,89.544,2174.832,224.232,151.06799999999998,25.724540638001073,6.9918874050885575
174,S5,symptom_based_TTI,0.3,2.1263228147310795,14.562279670975323,475.128,65.712,89.652,2133.288,297.42,211.88400000000001,31.811112411689436,10.296870420242966
175,S5,symptom_based_TTI,0.3,2.2826084707757643,16.31881427707199,527.292,78.348,89.604,2319.048,323.7,225.768,38.5665754614179,14.08760291227402
176,S5,symptom_based_TTI,0.4,3.464010453298218,19.926264472882387,524.808,78.08399999999999,89.904,2151.168,392.388,269.94,41.742864789118386,12.491841364533105
177,S5,symptom_based_TTI,0.4,3.4882226954819844,20.29092071611253,511.66799999999995,68.52,89.7,2161.9680000000003,380.82000000000005,260.688,40.79556498365067,13.869471467543427
178,S5,symptom_based_TTI,0.5,4.281069088845678,25.080562659846546,511.66799999999995,68.52,89.7,2161.9680000000003,470.712,323.56800000000004,49.1955649836507,17.601330356893648
179,S5,symptom_based_TTI,0.5,3.9493434277398696,24.80841976815131,489.636,71.22,89.316,2133.84,487.93199999999996,334.416,58.234154871991905,17.60615859122041
180,S5,test_based_TTI,0.1,1.0351660946332062,6.13265306122449,50.064,7.752000000000001,89.136,1378.104,122.60400000000001,81.684,17.358994467570774,2.8659649685221873
181,S5,test_based_TTI,0.1,1.061233321361086,6.277151335311573,56.244,9.107999999999999,89.4,1464.624,126.924,84.876,16.869417720213203,3.720444521865645
182,S5,test_based_TTI,0.2,1.6466270349244498,11.029166666666667,59.808,7.752000000000001,89.49600000000001,1501.8000000000002,222.348,152.556,30.124925841532832,6.471073134390222
183,S5,test_based_TTI,0.2,1.6756833085205998,11.355410999408633,55.14,8.639999999999999,89.532,1462.5359999999998,230.42399999999998,157.356,33.260551500655005,5.804482802845003
184,S5,test_based_TTI,0.3,2.674592044055813,16.333935018050543,66.10799999999999,7.62,89.232,1578.432,325.764,230.496,32.87644939163675,9.049486881714099
185,S5,test_based_TTI,0.3,2.2995281455842567,15.476023391812866,54.432,8.411999999999999,90.22800000000001,1452.6000000000001,317.568,231.192,31.65426239791903,7.535420054691983
186,S5,test_based_TTI,0.4,2.7660989327749586,20.518850987432675,59.22,6.492,89.724,1490.184,411.444,300.456,43.085053222364735,12.437130977631787
187,S5,test_based_TTI,0.4,3.318993213660973,20.64608076009501,65.172,8.532,89.4,1569.816,417.216,275.06399999999996,60.36686105664171,14.714924081697308
188,S5,test_based_TTI,0.5,3.414906810670559,24.90189125295508,50.291999999999994,8.352,88.96799999999999,1427.616,505.608,372.156,51.72571207423892,12.3900200419061
189,S5,test_based_TTI,0.5,3.627062317018774,23.912893982808022,56.916,9.0,88.716,1472.328,500.73599999999993,347.68800000000005,62.143726947064344,14.95358813456256
190,S5,test_based_TTI_test_contacts,0.1,1.1088017331196813,6.534559643255295,54.228,8.916,130.68,952.9920000000001,140.676,93.744,19.933523402888476,3.1281928865110387
191,S5,test_based_TTI_test_contacts,0.1,1.0602278901611972,6.315243902439025,50.136,7.284,127.932,896.712,124.284,81.288,19.427024364053334,2.7036907575743334
192,S5,test_based_TTI_test_contacts,0.2,1.8716390183239446,11.081353919239906,57.396,7.308000000000001,130.71599999999998,940.0799999999999,223.93200000000002,152.04,27.88353843031539,6.186380287394277
193,S5,test_based_TTI_test_contacts,0.2,1.8637525058775042,11.055386488131466,44.832,7.452,122.172,884.712,217.968,152.244,24.21407046948742,4.764185124631651
194,S5,test_based_TTI_test_contacts,0.3,3.153599624346479,17.454164170161775,59.94,9.468,130.28400000000002,905.16,349.572,231.552,45.4293111052584,9.430395618330376
195,S5,test_based_TTI_test_contacts,0.3,2.7911503802683026,15.151533373421527,64.78800000000001,5.784,132.576,936.936,302.364,206.532,30.223025351477947,9.908777659887795
196,S5,test_based_TTI_test_contacts,0.4,3.323483823512337,20.990554899645808,58.428,10.091999999999999,127.212,934.9200000000001,426.696,295.64399999999995,50.947169774726376,12.54505106091489
197,S5,test_based_TTI_test_contacts,0.4,3.4211015071354005,19.21043165467626,48.312000000000005,6.264,120.96000000000001,899.016,384.51599999999996,271.02000000000004,35.80656644598322,9.212665787194647
198,S5,test_based_TTI_test_contacts,0.5,3.7617786724810296,25.079152731326644,54.228,8.916,122.06400000000001,952.9920000000001,539.904,382.14,63.33752340288851,13.442905335939923
199,S5,test_based_TTI_test_contacts,0.5,3.908543019188325,24.24284880326912,48.816,6.936,119.592,935.904,498.336,343.836,62.02470478133106,12.131284916233717
