,strategy,gov_policy,compliance,effective_r,base_r,manual_traces,app_traces,test_needed,persondays_quarantined,secondary_infections,secondary_infections_social,secondary_infections_isolating,secondary_infections_contact
146,S4,test_based_TTI,0.8,0.4604931051751875,3.2841530054644807,26.904,3.132,88.98,1178.592,64.908,45.936,8.946272422121275,0.924541847196325
147,S4,test_based_TTI,0.8,0.450207579543302,3.0498783454987834,24.216,3.42,89.76,1123.896,60.16799999999999,41.304,9.341930304576831,0.6403745661929156
148,S4,test_based_TTI,0.9,0.3695544137176381,3.2631890930646117,28.86,3.7439999999999998,100.812,1422.048,66.06,46.644,10.982429533917749,0.9523109147823859
149,S4,test_based_TTI,0.9,0.39716759176703287,3.1858297078931015,30.815999999999995,4.068,101.16,1442.256,61.51199999999999,42.564,10.12374313549444,1.1557450026676894
150,S4,test_based_TTI_test_contacts,0.5,0.7010166206289453,3.209053007742704,15.911999999999999,1.8359999999999999,63.93600000000001,422.11199999999997,64.65599999999999,45.156000000000006,5.1447222983125105,0.2311948292555049
151,S4,test_based_TTI_test_contacts,0.5,0.7057133603398326,3.0986997635933804,16.380000000000003,1.6440000000000001,63.396,424.32,62.916,43.692,4.668108529896794,0.22708740176325692
152,S4,test_based_TTI_test_contacts,0.6,0.6177151339682659,3.07837528604119,19.164,2.208,78.708,579.816,64.572,44.676,6.62344549472089,0.3153618551607739
153,S4,test_based_TTI_test_contacts,0.6,0.5943184406499931,3.0663478780633593,17.832,2.172,76.584,563.184,61.56,43.296,5.9799936616685425,0.35246932384220475
154,S4,test_based_TTI_test_contacts,0.7,0.5441212637479428,3.2965599051008305,25.259999999999998,2.82,95.772,739.9200000000001,66.696,46.800000000000004,8.259658472813578,0.6276801190380497
155,S4,test_based_TTI_test_contacts,0.7,0.5533961709183406,3.1398809523809526,25.908,3.168,96.10799999999999,726.096,63.3,44.052,7.53138472665798,0.5601484676282773
156,S4,test_based_TTI_test_contacts,0.8,0.46973972655661933,3.325075528700906,28.728,3.66,111.42,921.264,66.036,46.668000000000006,9.13019443948508,0.908774591100462
157,S4,test_based_TTI_test_contacts,0.8,0.48576733122711885,3.1660714285714286,30.240000000000002,3.1919999999999997,112.28399999999999,915.8879999999999,63.828,44.256,8.98515791842805,0.7937726840332386
158,S4,test_based_TTI_test_contacts,0.9,0.37830117295450616,3.2985865724381624,34.536,4.212,130.392,1146.24,67.212,46.44,11.881801764499254,1.1819335353797276
159,S4,test_based_TTI_test_contacts,0.9,0.3708166211861374,3.1065959952885747,29.831999999999997,4.2,126.084,1072.296,63.3,44.136,10.630619038091297,0.9776214886199588
160,S5,no_TTI,0.5,0.5422117921351859,3.2685129440096325,0.0,0.0,0.0,395.352,65.14800000000001,50.436,3.9046345591614777,2.6645352591003758e-18
161,S5,no_TTI,0.5,0.5446669780287291,3.2513966480446927,0.0,0.0,0.0,403.92,62.85600000000001,48.576,3.7504979807486123,-1.199040866595169e-17
162,S5,no_TTI,0.6,0.5069057136711373,3.08955223880597,0.0,0.0,0.0,547.488,62.099999999999994,46.955999999999996,4.955195155210141,-1.0658141036401503e-17
