,strategy,gov_policy,age_prob,effective_r,base_r,manual_traces,app_traces,test_needed,persondays_quarantined,secondary_infections,secondary_infections_social,secondary_infections_isolating,secondary_infections_contact
162,S5,no_TTI,0.25,0.7140357242655423,4.0810171496156125,0.0,0.0,0.0,818.328,82.81200000000001,56.352000000000004,11.970787083203618,2.6645352591003756e-17
163,S5,no_TTI,0.25,0.6957092805328292,3.927380952380952,0.0,0.0,0.0,832.704,79.176,53.472,11.678500904458165,2.9309887850104134e-17
164,S5,no_TTI,0.5,0.5858227055963506,3.8231414868105515,0.0,0.0,0.0,859.584,76.524,52.044,12.754172724783446,-2.6645352591003756e-17
165,S5,no_TTI,0.5,0.6586164488122801,3.7278363298202106,0.0,0.0,0.0,850.32,72.15599999999999,48.720000000000006,10.68782001678951,1.865174681370263e-17
166,S5,no_TTI,0.75,0.47346563551621784,3.4887087434858137,0.0,0.0,0.0,905.1120000000001,72.30000000000001,52.763999999999996,9.723898169561904,-1.3322676295501878e-17
167,S5,no_TTI,0.75,0.48765429524158016,3.41871625674865,0.0,0.0,0.0,882.888,68.38799999999999,48.455999999999996,10.176963477987432,-1.199040866595169e-17
168,S5,no_TTI,1.0,0.39483190974440724,3.107878787878788,0.0,0.0,0.0,885.624,61.536,45.792,7.926328187060734,3.064215547965432e-17
169,S5,no_TTI,1.0,0.39426718402176203,3.2396844660194173,0.0,0.0,0.0,871.056,64.06800000000001,48.42,7.850972168785633,-1.5987211554602253e-17
170,S5,symptom_based_TTI,0.0,0.8010991508019079,4.057212416311625,626.052,97.008,89.892,2465.616,79.99199999999999,48.384,13.484757709075453,2.328771433714132
171,S5,symptom_based_TTI,0.0,0.7543362810540697,3.87990343995172,624.8879999999999,97.67999999999999,89.364,2431.7279999999996,77.148,47.44799999999999,12.20534158750932,2.4954358000115553
172,S5,symptom_based_TTI,0.25,0.689607430507414,3.9292565947242206,461.616,62.556,89.208,2068.128,78.648,52.068,10.844313044014555,1.9325046269490522
173,S5,symptom_based_TTI,0.25,0.6618097791648615,3.794591484464902,482.604,68.58,89.22,2160.96,79.14,50.016,13.087109237155309,2.234186008582344
174,S5,symptom_based_TTI,0.5,0.5584788335130759,3.676206509539843,366.048,54.348000000000006,89.028,1833.6,78.612,52.968,11.942989271127292,1.7584993530290975
175,S5,symptom_based_TTI,0.5,0.5489776837766337,3.5292779988629905,326.44800000000004,46.788000000000004,89.12400000000001,1726.248,74.49600000000001,50.484,11.136609689004061,1.2875693618387565
176,S5,symptom_based_TTI,0.75,0.4527701239217439,3.5053444180522564,236.45999999999998,33.084,89.568,1512.024,70.83600000000001,50.604,9.797215258281142,1.2852060775082554
177,S5,symptom_based_TTI,0.75,0.5458610108745725,3.5982142857142856,224.724,35.388,89.64,1584.24,72.54,50.424,9.667875775228255,1.4435662455403675
178,S5,symptom_based_TTI,1.0,0.3628532009289676,3.3839177750906893,104.136,14.028,89.76,1162.176,67.164,51.251999999999995,8.193596943300912,0.516492724660936
179,S5,symptom_based_TTI,1.0,0.36090501097996097,3.252720677146312,104.604,12.348,90.468,1156.656,64.56,48.984,7.996476101276223,0.41628124079351025
180,S5,test_based_TTI,0.0,0.7742923564218478,3.925925925925926,58.068,8.796000000000001,89.244,1456.7759999999998,75.048,45.948,12.352680050776879,1.9459472638630928
181,S5,test_based_TTI,0.0,0.8301869815572294,4.131515151515152,63.94800000000001,9.072,89.46000000000001,1529.184,81.804,50.136,13.079965526106239,2.150332239060631
182,S5,test_based_TTI,0.25,0.5960831020347217,4.0125598086124405,50.676,7.788,90.108,1427.808,80.50800000000001,54.6,12.479976212971673,1.4682124278036828
183,S5,test_based_TTI,0.25,0.6979244483392785,3.9453453453453453,61.007999999999996,8.171999999999999,89.03999999999999,1513.752,78.828,50.699999999999996,12.26031248125616,1.9231570409250667
184,S5,test_based_TTI,0.5,0.5740636904708167,3.625592417061611,39.588,5.712000000000001,89.46000000000001,1298.832,73.44,48.516,11.879754163486593,1.4160117223365465
185,S5,test_based_TTI,0.5,0.6002983342836847,3.6789378394689196,43.211999999999996,4.572,89.736,1314.9119999999998,73.152,49.296,10.815837967627159,1.1038299534760634
186,S5,test_based_TTI,0.75,0.45930488552441634,3.378593272171254,20.316000000000003,2.748,89.76,1078.1280000000002,66.288,47.532000000000004,9.18720917459879,0.5572289714121619
187,S5,test_based_TTI,0.75,0.4703746215047221,3.320848938826467,22.296,3.504,89.244,1094.16,63.84,44.868,9.360743747347303,0.5687745288459167
188,S5,test_based_TTI,1.0,0.38290791012599446,3.0605515587529974,10.452,1.14,89.42399999999999,1003.92,61.25999999999999,45.516000000000005,7.772083157754559,0.307632113163538
189,S5,test_based_TTI,1.0,0.3701268243296082,3.3243887895050688,11.1,1.38,90.912,1035.48,66.9,50.028,9.10707753966517,0.3164902475257895
190,S5,test_based_TTI_test_contacts,0.0,0.7038404979063934,3.9087185488589817,62.952,11.148,139.99200000000002,893.184,80.16000000000001,50.976,12.7515889298522,1.9980501390834873
191,S5,test_based_TTI_test_contacts,0.0,0.7809528109951088,4.01595744680851,66.168,10.331999999999999,142.5,894.504,81.53999999999999,50.651999999999994,13.057926792565567,1.9736073329897472
192,S5,test_based_TTI_test_contacts,0.25,0.6267627170230233,3.8531889290012034,56.376,11.136,135.504,929.4,76.848,49.752,12.882683479285514,1.7131608924073218
193,S5,test_based_TTI_test_contacts,0.25,0.7311359663582718,3.955223880597015,50.556,7.644000000000001,129.228,922.6320000000001,79.5,51.228,12.084803942781328,1.4913631334174113
194,S5,test_based_TTI_test_contacts,0.5,0.5246381743902193,3.5341176470588236,36.192,4.524,117.87599999999999,913.5360000000001,72.096,48.972,11.346234002162447,1.0751472402770819
195,S5,test_based_TTI_test_contacts,0.5,0.5222447859006363,3.5530921820303383,34.452000000000005,5.904,117.816,926.472,73.08,51.431999999999995,9.937017981476005,0.9694512621197153
196,S5,test_based_TTI_test_contacts,0.75,0.47068602826777056,3.2954009433962264,21.119999999999997,4.008,106.476,885.408,67.068,48.012,8.797414371006873,0.6791835816874657
197,S5,test_based_TTI_test_contacts,0.75,0.413954330847073,3.330518697225573,27.564,4.092,110.328,919.9680000000001,66.26400000000001,47.988,9.14737563096549,0.8925890025011436
198,S5,test_based_TTI_test_contacts,1.0,0.37757167336764147,2.9869281045751634,11.196,1.3559999999999999,97.65599999999999,884.5200000000001,60.324000000000005,44.856,7.540026061394761,0.3025364232723529
199,S5,test_based_TTI_test_contacts,1.0,0.38618708648463895,3.2062350119904077,11.075999999999999,1.476,97.74,868.776,64.176,49.248,7.006654764419793,0.19142451250367484
