,go_to_school_prob,wfh_prob,isolate_individual_on_symptoms,isolate_individual_on_positive,isolate_household_on_symptoms,isolate_household_on_positive,isolate_contacts_on_symptoms,isolate_contacts_on_positive,test_contacts_on_positive,do_symptom_testing,do_manual_tracing,do_app_tracing,max_contacts,quarantine_length,# App Traces
36,0.6444857872539083,0.5510944955537136,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0
37,0.8708016673009108,0.6852468446272778,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0
38,0.9175488462901344,0.846988268495422,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,14.0,0.1053
39,0.6185410587861212,0.6572019887416053,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0
40,0.3674959221062881,0.7268906393602518,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0
41,0.4397108345469378,0.6836633440375989,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,14.0,0.0
42,0.9560076096134857,0.3556590446336516,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0
43,0.7191641533194865,0.5988641258045321,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,14.0,0.0
44,0.8189664474358285,0.39272322102488666,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,14.0,0.0
45,0.75573616452094,0.958217276529904,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,14.0,0.0
46,0.4868669547175497,0.41446699156907296,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,14.0,0.0
47,0.38854905219677693,0.0555289924748269,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,14.0,0.0
48,0.8316462441970397,0.26351168356852894,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,14.0,0.0
49,0.5331015853964602,0.9728938083109289,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,14.0,1.091
50,0.5614022429565734,0.8217479159687414,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0
51,0.6068569683720628,0.9765838403436897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14.0,0.0
52,0.34572113359683077,0.08505040656714302,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,14.0,4.8793
53,0.23907884656057932,0.11417308823151961,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,14.0,0.0
54,0.08243023907583247,0.8039372133583103,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,14.0,0.4093
