other_sar_0,other_sar_1,default
0.7809936639810838,7.558048005677144,1.3235090175169382
0.7306161164530416,6.587648205828876,1.345424508618376
0.8208464458213415,8.271788947120108,1.3602715850862868
0.8144795856644522,7.56298363026106,1.2966738277928274
0.7702561163615531,7.696817283402897,1.409141018117918
0.7514789393767017,6.902039181053268,1.3724103853436187
0.7706361991008276,7.042581515709927,1.3454785836469607
0.7300313616084174,8.330110462139597,1.3072726457843298
0.7706361991008276,8.132747818571845,1.3728270223548007
0.7349967338973444,6.459118884417415,1.3380080964542558
0.7929787740851599,7.42829715788207,1.3323862002688007
0.8104987231271006,6.898752793751548,1.2544961312264218
0.7513557796227666,6.590457897672352,1.4386359269690472
0.7727148886451256,7.756726152456796,1.3435081825225033
0.7591068162047327,7.86072735146001,1.392845780114668
0.775671424599181,6.733776746089364,1.455733302845609
0.7727148886451256,7.380171758882752,1.2637123264897794
0.7976734432686807,7.402842421089134,1.3731853433003949
0.7575174080988184,6.383616272135848,1.2948088361947976
0.748587463957893,7.379537518570805,1.434774985087699
0.7686132057915913,8.016831583867432,1.3867527614158062
0.7784679748110772,7.626393051480392,1.3899041077882985
0.7562939156766414,6.898949773653543,1.4559887219873218
0.797294467867411,7.082148175573983,1.3357681751287205
0.779279690497657,7.2062693610675845,1.3579874177104947
0.7555252696912781,6.956307465649931,1.2656141996962946
0.7903968897511915,7.533626863333208,1.3661359099482324
0.7525543026628405,7.399901947345941,1.3854436229439135
0.712299182362394,7.429386563533519,1.5489446274898404
0.7917128842674525,6.6739656611821525,1.3389126778910954
0.7754451895537163,7.473193652573089,1.3067819064714115
0.7626760189055224,7.386527807271953,1.323962428250714
0.7864866800737863,7.455381516063242,1.375030281698785
0.7529507780336683,7.077176159788324,1.3909906935157523
0.7523335266978648,7.397676737004566,1.3451417475355707
0.7853082059713105,8.020027723615332,1.413503864729012
0.7952895778540313,6.470218054940718,1.3615298484082574
0.772035311875249,7.419517365924496,1.4022791982522858
0.737944380121623,7.622846809860699,1.4170135493087734
0.7903632611665253,6.766762280067045,1.3122564031884887
0.7066414794665177,7.466818001091812,1.2990602604869201
0.7642836724946144,7.694483853207651,1.3536367191827676
0.708170394850173,7.764377515736192,1.4590315860846066
0.8227229322306866,6.985904819227608,1.3865901817150295
0.7756650829217288,6.156898710067171,1.3482538326588323
0.8061245555003783,7.288807420807823,1.486278791348901
0.7566842197113977,7.6703876771724975,1.4170135493087734
0.7627469717375355,7.609497889000692,1.4740153690980569
0.8021266310822126,8.2039842577066,1.3455514625420377
0.7459923699207498,7.449278143956039,1.2901029193157678
0.7627469717375355,7.633368523043653,1.4691605220759503
0.7526553939753724,7.8797176805256415,1.4174450072840774
0.7835312940024292,7.115261425600722,1.3394957764211812
0.8145069646914959,7.241601783591565,1.3273545460259242
0.7599956818213509,7.597977145949639,1.3149517190343374
0.746187030680033,6.611903225340791,1.4166402730357148
0.7659149800342248,6.556169466622088,1.3814686238767429
0.7640244224564149,7.799205365937248,1.3642479587193332
0.7700071520997958,7.440279720422253,1.2402863387103527
0.659520964731531,7.498635018985068,1.3752139281706013
0.7317092266826059,6.327531003302471,1.3954751209012806
0.7789268003355436,6.852522961793153,1.5105384431561049
0.8023755538908676,6.598691822694706,1.3298114787942483
0.7538754921645199,6.8841919460572765,1.4330855255259418
0.7741181587639482,7.597977145949639,1.4318980284146194
0.7398372753636026,6.758867285688627,1.3503123278638591
0.7823355387209127,8.292700400543934,1.335861124643156
0.7223262013542063,7.6239033561870855,1.4020760309464289
0.7340317951675013,7.082399246607192,1.3724303870807428
0.8267752676054708,6.688375847378478,1.369935696777993
0.7662385118296466,6.58757159766529,1.3553161018864401
0.7776537566258463,7.993481259471667,1.3497313228825483
0.8011657009618423,7.397676737004566,1.2672398477018545
0.7670450340001256,7.483522239564732,1.4469211052082684
0.7597920457194571,8.016831583867432,1.4528846263513628
0.7681469061138358,7.886039346477927,1.3995548584328281
0.8004372294347788,6.987707978725043,1.3384648128525805
0.7545238137483337,7.390796322294795,1.3019209638896385
0.80425106903181,6.768160130397645,1.3122564031884887
0.7434378454726844,7.319295821115202,1.3910612262913058
0.7627532168156232,8.399486207280376,1.3130606136382283
0.7559142402523248,6.839443133357102,1.4614049147321835
0.7534297534016507,7.301289982320343,1.3814966550630545
0.7559142402523248,6.551398775842945,1.3616801458991468
0.7570407947846328,7.413005926213075,1.402057965466853
0.740605212794957,6.834218732346144,1.363729607442928
0.7875123676342293,7.4377644804776315,1.2541035700201615
0.7478816636678294,8.38048990824525,1.236687591405133
0.7659338818540767,8.385323139421363,1.3846960275999125
0.7491384668373868,7.075968398774588,1.4145340570301628
0.7429600638500138,7.931838239314369,1.4132119225915807
0.7409263912182668,7.369193885566825,1.2862329332450873
0.7824746277391318,7.34159396964973,1.3213282691828965
0.7665031901616093,8.119860704232911,1.3070536745008623
0.7466051434405067,6.766762280067045,1.3468190137113956
0.7354043074181804,7.483522239564732,1.289635759232875
0.7146532721971152,7.5557994550889775,1.4052212704791898
0.7857293468010135,7.475872225771976,1.3206240052915543
0.7139680623248194,7.139413696808872,1.314459531638817
0.743698974491932,6.523470255306112,1.3446396866362818
