wfh_0,wfh_1,wfh_default
1.6998553938192345,0.8106743777094187,1.3455514625420377
1.583224733783148,0.8761426794211218,1.3800554794228677
1.7135247980031656,0.923209865858412,1.356330860715213
1.6931371842240288,0.9733036286102077,1.446860784772097
1.7265491289311976,0.864210835664312,1.4312461628642408
1.5924880171676241,0.8738365081034439,1.49094849612085
1.8530998126146934,0.8742616199335634,1.4084464502965106
1.583224733783148,0.8868402381099612,1.396323941883541
1.735412364128471,0.8452099071315861,1.4775292894170982
1.825856905845251,0.9131831756713681,1.3122564031884887
1.700643554699353,0.9149354385611832,1.3795097453910918
1.7452020798698125,0.859966273670222,1.3420192846478582
1.6778783565307263,0.9279399194650442,1.3109781812127528
1.7050884629666054,0.7907087963352435,1.4528846263513628
1.7663739150660995,0.8261643727315031,1.2764793099692129
1.8777011506691277,0.9469774758643532,1.3910612262913058
1.733746097299797,0.8845965362418882,1.287810865292887
1.7852642408220878,0.8494065166278153,1.3452388134181696
1.83105472941382,0.8049247507231905,1.2868439982382065
1.8316332462752132,0.8547577841904292,1.392845780114668
1.8149284546533124,0.8274984753949192,1.4443015789322742
1.8943280604236306,0.8244322773107512,1.3468190137113956
1.7393376691512836,0.9258931071059645,1.4069718626174632
1.796673618210325,0.8956890445245447,1.391528190624495
1.707877458802372,0.8685100231271958,1.4036865196715052
1.727538294036623,0.8489184916027323,1.3357355946730283
1.6986317286538388,0.8856657452694432,1.3062429265509745
1.727205588680469,0.9204025357722897,1.3804248349653654
1.7996115405545468,0.87306867012964,1.393306496118234
1.7275684764983978,0.8341921855990013,1.3375425757950594
1.7972314891728451,0.8111727824665315,1.3221988642425488
1.726539556031472,0.8585084359298679,1.3716883558546957
1.7943748842999228,0.8424840545516785,1.3805543558835969
1.782132754465911,0.8460139495514202,1.4796469869411972
1.7009680979840098,0.8758199618978361,1.3123098271873586
1.739935933627039,0.8956890445245447,1.3213282691828965
1.57674271875086,0.8452099071315861,1.3412629679520036
1.720407892008672,0.8186431840330279,1.295753196553414
1.6806500579423729,0.9020475477942858,1.2578352054851127
1.7639279495707765,0.8184318690067705,1.3867527614158062
1.7627998636795559,0.9383568975772473,1.388102696831966
1.796394513687733,0.864210835664312,1.3781121391895086
1.6715102921949876,0.8636819433531399,1.303817377581678
1.736308696837016,0.8986084784689421,1.3132059559870626
1.728286137706779,0.886676547909993,1.3615298484082574
1.7710463183243477,0.8656600273138193,1.4001922494579946
1.6578305624316276,0.9201577017500928,1.3341246874405002
1.8063881243416289,0.8791231683161685,1.2637123264897794
1.7430997437587399,0.881717947114952,1.2604667220141594
1.768007553642671,0.8936474298315178,1.4780029262075112
1.856157903050409,0.8525818954688859,1.2901029193157678
1.8547365138467982,0.8618203599350696,1.287371056433287
1.8094713816633454,0.8774981558503978,1.344679195019566
1.578742293095006,0.8183749575346386,1.2449309945913376
1.8124491007963508,0.8941966660573026,1.3435360601598711
1.7549611002490306,0.8613309093579535,1.3279983309302381
1.7350492787382286,0.8294627733916446,1.3321608554618898
1.6719368416652638,0.8735693172267777,1.2909551523548357
1.800695422749468,0.8163014379414175,1.3878603679448913
1.7092948526451996,0.8549873601634239,1.3394957764211812
1.728286137706779,0.8504257030398262,1.39498006239473
1.7792580214960323,0.817096045198187,1.375543156835746
1.6532753388269912,0.8405677882088078,1.3873627284667212
1.7351766391619299,0.8804866906080985,1.44683005521408
1.7009680979840098,0.8304542815214456,1.3937962220142606
1.8474879103790143,0.8518199558104329,1.2868439982382065
1.64898799160964,0.8650322918652332,1.2897069746879157
1.6898320695329387,0.851475389235853,1.3487633505726406
1.7767544181213886,0.8803945161052533,1.3158260383326468
1.6742623440490363,0.854568180342658,1.3002370258046139
1.768248246800448,0.7988022323665868,1.3915408959519244
1.7007507722757775,0.8483780821295169,1.3846204256666972
1.7029357229749573,0.8720004692234218,1.3463306099661558
1.666631245388005,0.9638128722934952,1.3277932985284304
1.786833739229119,0.851475389235853,1.4020086356452692
1.6415767066190508,0.7988022323665868,1.3579874177104947
1.7334260962445327,0.9284703256302884,1.2800454692122187
1.749547968778716,0.8743608264087441,1.3531283399553684
1.8060275856007462,0.8743475604467631,1.4548053336397313
1.7374530440694975,0.8491938792291381,1.2784498012153103
1.8218826881307917,0.8729754338830413,1.3050805576520226
1.75126748807702,0.8708179479872404,1.307445124344534
1.8393520047225886,0.9035356214483322,1.3169838577706554
1.7708724040141315,0.9126731623201279,1.3646393286571719
1.7563971840152366,0.8747348266601629,1.3923249758214267
1.7533758096710963,0.8613309093579535,1.3574413235049863
1.721516794745578,0.8686231100346393,1.336977924083318
1.7593794153155549,0.8941359026420699,1.4432751731382518
1.6515808068211348,0.8795865731698395,1.3145217933908884
1.822320245217476,0.8984122861330359,1.3899422612761985
1.8272111836506157,0.8597754051623513,1.3025174469448058
1.7580354788113997,0.8587588577520266,1.4765848008819882
1.8282031562173375,0.8580059927703311,1.2578352054851127
1.896870143164681,0.9102289395110512,1.4171300045560233
1.7273893123287092,0.8888946182514664,1.4453604910181141
1.7235624166390011,0.8565766811933364,1.3660076708769038
1.8063910447767941,0.8985772686954634,1.2534221403167904
1.7859105330842413,0.8328076490162514,1.3559340754360396
1.8476860923495857,0.864356198653227,1.3235090175169382
1.715582242321248,0.8325887419163787,1.4161569625713546
