,strategy,gov_policy,n_cases,effective_r,base_r,manual_traces,app_traces,test_needed,persondays_quarantined,secondary_infections,secondary_infections_social,secondary_infections_isolating,secondary_infections_contact
112,S3,test_based_TTI_test_contacts,20000,1.3859477202969928,3.91645,898.53,133.506,768.804,3583.008,469.97400000000005,143.796,131.37650776970216,28.487765794660454
113,S3,test_based_TTI_test_contacts,20000,1.3513060154692882,3.8822,894.798,128.256,766.038,3618.696,465.86400000000003,142.524,133.49772588846844,27.685552255218887
114,S3,test_based_TTI_test_contacts,30000,1.360213667034964,3.8585333333333334,843.708,121.89200000000001,723.7679999999999,3455.744,463.024,144.184,129.52128799753268,26.09307195827434
115,S3,test_based_TTI_test_contacts,30000,1.3448703209556572,3.8582666666666667,874.4839999999999,123.08800000000001,745.9119999999999,3559.984,462.992,143.12400000000002,131.4083921865435,27.07516929877969
116,S3,test_based_TTI_test_contacts,40000,1.3577855720083396,3.862425,863.8439999999999,122.22600000000001,739.191,3509.766,463.491,142.839,131.03560070544245,26.682130653559607
117,S3,test_based_TTI_test_contacts,40000,1.3681254331689374,3.938375,896.262,133.94400000000002,766.236,3591.084,472.605,145.776,134.4238713056291,28.230076714100992
118,S3,test_based_TTI_test_contacts,50000,1.3628683358291132,3.88508,886.2912,130.5312,758.1408,3536.5104,466.20959999999997,142.97039999999998,131.62255549857238,28.072444201935657
119,S3,test_based_TTI_test_contacts,50000,1.3443271467562934,3.85196,850.4736,123.41760000000001,728.9472,3489.6192,462.2352,143.04,131.41145745551665,26.46448493373007
120,S4,no_TTI,10000,1.1636715892879992,3.9362,0.0,0.0,0.0,2131.416,472.344,237.768,94.9354092854401,1.1324274851176597e-16
121,S4,no_TTI,10000,1.1476192891090753,3.8885,0.0,0.0,0.0,2114.616,466.62,227.928,100.9776853069109,-7.593925488436071e-17
122,S4,no_TTI,20000,1.1501547786146258,3.91825,0.0,0.0,0.0,2122.68,470.19,233.016,99.15542656624478,2.864375403532904e-17
123,S4,no_TTI,20000,1.1051440933883911,3.85035,0.0,0.0,0.0,2120.16,462.04200000000003,230.784,98.64070879339306,-1.5987211554602253e-17
124,S4,no_TTI,30000,1.133498797469215,3.8577,0.0,0.0,0.0,2136.96,462.924,226.2,100.70414430369419,7.860379014346108e-17
125,S4,no_TTI,30000,1.1340554349985568,3.8596333333333335,0.0,0.0,0.0,2121.3360000000002,463.156,226.74,100.32934780017328,4.440892098500626e-19
126,S4,no_TTI,40000,1.1310042085290286,3.868325,0.0,0.0,0.0,2113.524,464.199,230.052,98.42649497651696,2.498001805406602e-17
127,S4,no_TTI,40000,1.1243666956044174,3.838325,0.0,0.0,0.0,2114.364,460.59900000000005,228.234,97.44099652747043,2.6645352591003756e-17
128,S4,no_TTI,50000,1.1320641657740114,3.90618,0.0,0.0,0.0,2156.8176,468.7416,232.2528,100.64110010711876,-1.7319479184152442e-17
129,S4,no_TTI,50000,1.1613940580682245,3.9124,0.0,0.0,0.0,2111.5247999999997,469.488,229.4976,100.6231130318132,-3.9968028886505634e-17
130,S4,symptom_based_TTI,10000,0.9313611697474137,3.8783,595.0440000000001,74.76,56.952000000000005,8835.96,465.39599999999996,230.784,99.61957686237554,23.229082767934884
