,strategy,gov_policy,wfh,effective_r,base_r,manual_traces,app_traces,test_needed,persondays_quarantined,secondary_infections,secondary_infections_social,secondary_infections_isolating,secondary_infections_contact
154,S4,test_based_TTI_test_contacts,0.5,1.0264659063077832,3.8819465304896363,108.59400000000001,14.537999999999998,174.822,990.9000000000001,77.538,36.762,17.156164183133924,3.11720580427439
155,S4,test_based_TTI_test_contacts,0.5,1.0566830442523707,3.9141048824593128,107.598,14.67,173.76600000000002,1001.052,77.922,37.205999999999996,16.58993122579644,3.089622729227324
156,S4,test_based_TTI_test_contacts,0.75,0.8085485834396657,3.8422174840085286,74.352,10.674,148.284,939.9960000000001,75.684,43.830000000000005,13.493863354408703,2.4333466489967392
157,S4,test_based_TTI_test_contacts,0.75,0.8145106024007112,3.9182058047493404,82.91399999999999,11.286,154.11599999999999,964.8120000000001,80.19,46.572,14.280189331644374,2.668036679622662
158,S4,test_based_TTI_test_contacts,1.0,0.5814369019821277,3.929494712103408,56.184,6.5760000000000005,132.762,921.2879999999999,80.256,55.476,11.19222278202997,1.7125099318870673
159,S4,test_based_TTI_test_contacts,1.0,0.5620023010157729,3.939611360239163,51.12,6.798,129.36599999999999,915.0360000000001,79.06800000000001,54.78,11.42108141644179,1.5875324021716666
160,S5,no_TTI,0.0,1.435837220783912,3.870529116169081,0.0,0.0,0.0,820.476,78.564,28.056,21.36337609252816,0.0
161,S5,no_TTI,0.0,1.3622685918252142,3.8355916892502258,0.0,0.0,0.0,834.66,76.428,29.808,19.475436039290795,1.865174681370263e-17
162,S5,no_TTI,0.25,1.2256597453067317,3.9900758902510214,0.0,0.0,0.0,819.5880000000001,82.02,38.424,18.401338275474814,-2.1316282072803006e-17
163,S5,no_TTI,0.25,1.2669563285227652,4.042249330556382,0.0,0.0,0.0,821.1,81.516,38.178,17.78855867900992,-1.7319479184152442e-17
164,S5,no_TTI,0.5,0.8980690056783547,3.9693486590038316,0.0,0.0,0.0,852.3,80.80799999999999,45.846000000000004,16.67911118240005,-5.3290705182007515e-18
165,S5,no_TTI,0.5,0.9267854691732884,3.8120481927710843,0.0,0.0,0.0,825.3000000000001,75.936,43.146,14.328433454068087,1.2656542480726785e-17
166,S5,no_TTI,0.75,0.7222183038735935,3.951020408163265,0.0,0.0,0.0,818.412,81.312,55.65,10.798747306281433,1.1324274851176596e-17
167,S5,no_TTI,0.75,0.707927010786146,3.802875973636908,0.0,0.0,0.0,822.816,76.164,51.9,10.085637827975066,1.4654943925052067e-17
168,S5,no_TTI,1.0,0.4219367892118314,3.91167574107683,0.0,0.0,0.0,818.616,77.592,61.51800000000001,7.70446184919411,1.9984014443252817e-17
169,S5,no_TTI,1.0,0.39965426711556673,3.8742138364779874,0.0,0.0,0.0,844.2719999999999,77.616,61.656000000000006,7.953326412606735,-1.2656542480726785e-17
170,S5,symptom_based_TTI,0.0,1.2083301053995086,3.800355450236967,1198.692,182.57399999999998,88.75800000000001,4082.208,76.97999999999999,26.706,20.538733819894954,5.259331565132584
171,S5,symptom_based_TTI,0.0,1.2071259825448186,3.850089232599643,1145.856,167.268,89.85000000000001,3925.6200000000003,77.664,26.754,21.530350972997365,5.029503707108523
172,S5,symptom_based_TTI,0.25,0.988005509233877,4.03059103059103,957.48,140.88,89.32799999999999,3482.4359999999997,81.426,39.726,17.25703369115813,4.483279011299089
173,S5,symptom_based_TTI,0.25,0.9980722067692518,3.8028293545534924,918.696,131.166,89.46600000000001,3227.076,77.418,37.266,15.78284372795817,4.050402286633365
174,S5,symptom_based_TTI,0.5,0.7935922856450043,3.9068838352796558,656.79,99.54,89.394,2630.268,76.278,43.296,14.169938442810645,3.317965772256292
175,S5,symptom_based_TTI,0.5,0.7646362737642384,3.6338993148644625,670.842,97.69800000000001,89.904,2553.8999999999996,73.194,41.754,13.515907758464921,2.522788415375787
176,S5,symptom_based_TTI,0.75,0.6131169274616823,3.841250751653638,414.468,62.178,89.46000000000001,1977.1800000000003,76.656,51.312,10.990567149423322,2.118071446151358
177,S5,symptom_based_TTI,0.75,0.642744396980177,3.928100659077292,390.81600000000003,56.052,88.806,1831.572,78.672,53.669999999999995,10.501508619842168,1.6276065974388432
178,S5,symptom_based_TTI,1.0,0.38872489802684773,3.9785692725626323,161.724,19.89,89.33399999999999,1269.192,79.086,62.717999999999996,7.862098382352876,0.7788280946694487
179,S5,symptom_based_TTI,1.0,0.39076648067228686,3.8716610377648144,159.258,20.418,89.48400000000001,1204.068,75.66,60.354,6.975724128742116,0.6939173059600572
180,S5,test_based_TTI,0.0,1.2521723465289216,3.8576178960096734,121.974,19.247999999999998,88.98,2219.4120000000003,76.566,27.906000000000002,19.687363152426183,4.119520113667722
181,S5,test_based_TTI,0.0,1.3167702964782595,3.9032536711776564,125.238,17.196,89.05799999999999,2259.2760000000003,81.336,29.285999999999998,20.601233976095873,4.009906585890122
182,S5,test_based_TTI,0.25,1.1240255590623414,4.102548725637181,101.574,13.392000000000001,89.724,1992.648,82.092,39.018,17.45003616176543,3.132212401397079
183,S5,test_based_TTI,0.25,1.0702878763313635,3.8170992366412215,99.102,13.565999999999999,89.634,1952.7240000000002,75.006,35.082,15.831528842389162,3.061314387699505
184,S5,test_based_TTI,0.5,0.7822653397375536,3.8358608385370205,71.622,10.05,89.664,1661.124,77.4,45.083999999999996,14.226827662709221,2.3046223120664053
185,S5,test_based_TTI,0.5,0.8131779268955892,3.873107207752877,70.848,12.054,89.982,1633.8,76.734,43.548,14.665418245880723,2.409900666463846
186,S5,test_based_TTI,0.75,0.5838583448052198,3.8848374354299606,40.872,6.324,89.49000000000001,1293.588,76.71,53.22,10.586438546439338,1.3746945770368078
187,S5,test_based_TTI,0.75,0.610882118100228,3.9361510791366907,46.206,5.706,89.976,1342.848,78.786,54.408,10.73530076557709,1.4152827585287588
188,S5,test_based_TTI,1.0,0.37755572245362384,3.86286226471467,17.238,2.052,89.7,1011.8039999999999,77.574,62.22599999999999,7.24755496518762,0.5183710164987142
189,S5,test_based_TTI,1.0,0.3977553577590404,3.8885236102809326,17.526000000000003,2.292,89.172,1022.3159999999999,78.066,61.71,7.776599236045748,0.5940642015837605
190,S5,test_based_TTI_test_contacts,0.0,1.2073270954250823,3.720512039012496,124.18799999999999,16.362,187.61999999999998,1016.58,73.24199999999999,25.788,19.708954335078836,3.9776044643829387
191,S5,test_based_TTI_test_contacts,0.0,1.239737363941125,3.8701681912068455,118.30799999999999,16.896,183.852,1041.132,78.69600000000001,29.028,20.814239894840174,3.644940546780912
192,S5,test_based_TTI_test_contacts,0.25,1.0632437296321744,3.928419128845568,99.27600000000001,14.724,168.34199999999998,968.256,77.382,36.102000000000004,17.381395755370555,2.954829258334822
193,S5,test_based_TTI_test_contacts,0.25,1.060779788050568,3.9271502907866545,102.552,12.234,170.868,987.9480000000001,76.97999999999999,35.099999999999994,17.67985853768932,3.4067360569434246
194,S5,test_based_TTI_test_contacts,0.5,0.7559475530612515,3.8036461446503287,63.102000000000004,9.756,139.908,935.3639999999999,76.362,44.970000000000006,14.184334525102315,2.0312623996399926
195,S5,test_based_TTI_test_contacts,0.5,0.8045936481100223,3.8299570288520566,68.232,9.516,143.55,918.252,74.868,44.142,12.770770305480529,2.2270330612647404
196,S5,test_based_TTI_test_contacts,0.75,0.5788360240101256,3.7109004739336493,41.448,5.238,121.632,900.576,75.16799999999999,51.797999999999995,10.377544973861005,1.267552523789909
197,S5,test_based_TTI_test_contacts,0.75,0.6059013580772241,3.8734251391737473,43.092,7.026,123.58800000000001,905.196,79.32000000000001,53.868,11.584643366143913,1.459708623150705
198,S5,test_based_TTI_test_contacts,1.0,0.36821593002019276,3.8812423873325215,17.226000000000003,2.166,102.78,850.8240000000001,76.476,60.852,7.858841310413138,0.5098320044689895
199,S5,test_based_TTI_test_contacts,1.0,0.36186495390993917,3.727139935728893,17.172,2.382,102.912,841.56,76.548,61.104,7.512153785362049,0.49986379123562275
